author_qid,pubDate,goodreads_id,title,authorLabel,work_qid,year,n_nom,n_win,awards_as_of_year,age,birth_country,gender,topicality,max,count,median
Q317491,2014-10-14T00:00:00Z,,War Dogs,Greg Bear,Q41663473,2015,1,0,39,64.0,United States,male,0.16591808595087695,,,
Q317491,2016-12-20T00:00:00Z,,Take Back the Sky,Greg Bear,Q131382376,2017,1,0,41,66.0,United States,male,-0.12532752443521497,,,
Q319196,2000-03-01T00:00:00Z,3221410.0,Perdido Street Station,China Miéville,Q1143215,2001,3,0,3,29.0,United Kingdom,male,1.0663610374562291,,,
Q319196,2002-04-01T00:00:00Z,731674.0,The Scar,China Miéville,Q602216,2003,2,0,6,31.0,United Kingdom,male,0.9150847718380652,,,
Q319196,2004-07-01T00:00:00Z,,Iron Council,China Miéville,Q1748402,2005,2,0,9,33.0,United Kingdom,male,0.7819961059152121,,,
Q319196,2009-05-15T00:00:00Z,4767909.0,The City & the City,China Miéville,Q3520291,2010,2,2,11,38.0,United Kingdom,male,-0.1677337515894727,,,
Q319196,2011-04-28T00:00:00Z,14146240.0,Embassytown,China Miéville,Q3052025,2012,3,1,13,40.0,United Kingdom,male,0.1712095135705478,,,
Q3193467,2001-11-01T00:00:00Z,,Ventus,Karl Schroeder,Q7920454,2001,1,0,0,39.0,Canada,male,1.106291035277963,,,
Q3193467,2002-05-01T00:00:00Z,,Permanence,Karl Schroeder,Q3375455,2003,1,0,1,41.0,Canada,male,-0.8309183458504891,,,
Q3193467,2005-07-01T00:00:00Z,,Lady of Mazes,Karl Schroeder,Q131381611,2006,1,0,2,44.0,Canada,male,1.3307355029705779,,,
Q3193467,2006-10-01T00:00:00Z,75218.0,Sun of Suns,Karl Schroeder,Q13512152,2007,2,0,3,45.0,Canada,male,-0.2643129315332152,,,
Q3193467,2007-08-01T00:00:00Z,,Queen of Candesce,Karl Schroeder,Q131381668,2008,1,0,4,46.0,Canada,male,0.25181322636403786,,,
Q3193467,2008-08-01T00:00:00Z,,Pirate Sun,Karl Schroeder,Q131382098,2009,1,0,5,47.0,Canada,male,0.17188394269185694,,,
Q3193467,2009-08-01T00:00:00Z,,The Sunless Countries,Karl Schroeder,Q131382115,2010,1,0,6,48.0,Canada,male,-0.16423507778909818,,,
Q3193467,2012-02-01T00:00:00Z,,Ashes of Candesce,Karl Schroeder,Q131382196,2013,1,0,8,51.0,Canada,male,0.152973594033779,,,
Q3194058,1997-12-01T00:00:00Z,,Mississippi Blues,Kathleen Ann Goonan,Q131376812,1998,1,0,1,46.0,United States,female,-0.9498049670289468,,,
Q3194058,2000-02-08T00:00:00Z,,Crescent City Rhapsody,Kathleen Ann Goonan,Q122452545,2001,2,0,3,49.0,United States,female,-1.1921040358528314,,,
Q3194058,2002-06-07T00:00:00Z,,Light Music,Kathleen Ann Goonan,Q45321300,2003,2,0,5,51.0,United States,female,-0.8616871667784622,,,
Q3194058,2007-05-15T00:00:00Z,,In War Times,Kathleen Ann Goonan,Q20179997,2008,0,1,8,56.0,United States,female,0.278466027348697,,,
Q3194058,2011-07-01T00:00:00Z,,This Shared Dream,Kathleen Ann Goonan,Q131382170,2012,2,0,11,60.0,United States,female,0.5245857098612225,,,
Q3195779,1979-12-01T00:00:00Z,,Mayflies,"Kevin O'Donnell, Jr.",Q96392366,1980,1,0,0,30.0,United States,male,0.25205364278255876,,,
Q321185,2005-04-01T00:00:00Z,,Devices and Desires,Tom Holt,Q111992632,2008,1,0,2,47.0,United Kingdom,male,0.2930433625519795,,,
Q321185,2006-12-01T00:00:00Z,,Evil for Evil,Tom Holt,Q120733979,2008,1,0,2,47.0,United Kingdom,male,0.0014734082587187225,,,
Q321185,2007-12-14T00:00:00Z,,The Escapement,Tom Holt,Q120733980,2008,1,0,2,47.0,United Kingdom,male,-0.31287252929417164,,,
Q321185,2008-10-02T00:00:00Z,,The Company,Tom Holt,Q131382106,2009,1,0,5,48.0,United Kingdom,male,0.15889165454907275,,,
Q321185,2015-07-05T00:00:00Z,,Savages,Tom Holt,Q131415632,2016,1,0,20,55.0,United Kingdom,male,0.18861445423493606,,,
Q328550,1978-09-05T00:00:00Z,,Blind Voices,Tom Reamy,Q55605603,1979,2,0,3,44.0,United States,male,0.6611521721040262,,,
Q328949,1983-11-01T00:00:00Z,,The Dragon Waiting,John M. Ford,Q7730855,1984,0,1,1,27.0,United States,male,-0.7125005271774382,,,
Q328949,1993-11-01T00:00:00Z,,Growing Up Weightless,John M. Ford,Q119691760,1994,1,0,5,37.0,United States,male,0.825735503786982,,,
Q3294241,1996-11-01T00:00:00Z,,Devil's Tower,Mark Sumner,Q134612505,1997,1,0,0,44.0,,male,0.5963768534489219,,,
Q3296239,1993-11-01T00:00:00Z,,Chimera,Mary Rosenblum,Q131376669,1994,1,0,3,42.0,United States,female,-0.8255446862804516,,,
Q3296239,1995-01-01T00:00:00Z,,The Stone Garden,Mary Rosenblum,Q131376744,1996,1,0,6,44.0,United States,female,-0.7861921316582584,,,
Q3296239,2006-11-14T00:00:00Z,,Horizons,Mary Rosenblum,Q125817847,2007,1,0,13,55.0,United States,female,0.17378945034518753,,,
Q333246,1959-01-01T00:00:00Z,2475814.0,"Immortality, Inc.",Robert Sheckley,Q519935,1959,1,0,1,31.0,United States,male,0.2673462378942208,,,
Q335232,1975-01-01T00:00:00Z,551195.0,Ragtime,E. L. Doctorow,Q737910,1976,1,0,0,45.0,United States,male,0.5734540066751688,7.0,22.0,1.0
Q336125,1995-01-01T00:00:00Z,1383833.0,The Calcutta Chromosome,Amitav Ghosh,Q3221351,1998,1,0,0,42.0,India,male,0.9417795926052619,,,
Q3365451,1980-10-01T00:00:00Z,,Firelord,Parke Godwin,Q5451887,1981,1,0,1,52.0,United States,male,0.7592513893407564,,,
Q3365451,1982-11-01T00:00:00Z,,Wintermind,Parke Godwin,Q8026488,1983,1,0,5,54.0,United States,male,0.2720908728550489,,,
Q3371960,1989-05-01T00:00:00Z,,Sugar Rain,Paul Park,Q131376357,1990,1,0,1,36.0,United States,male,0.38396734160312124,,,
Q3371960,1993-01-01T00:00:00Z,,Coelestis,Paul Park,Q122452541,1996,1,0,2,42.0,United States,male,-0.5825354751552266,,,
Q3371960,2005-08-01T00:00:00Z,,A Princess of Roumania,Paul Park,Q131417536,2006,1,0,9,52.0,United States,male,1.3457039334353074,,,
Q3371960,2014-07-01T00:00:00Z,,All Those Vanished Engines,Paul Park,Q131382299,2015,1,0,19,61.0,United States,male,-0.16936798203381717,,,
Q339577,1991-11-01T00:00:00Z,,The Trinity Paradox,Kevin J. Anderson,Q7770233,1992,1,0,1,30.0,United States,male,-0.799463920603737,,,
Q339577,1993-02-01T00:00:00Z,,Assemblers of Infinity,Kevin J. Anderson,Q4808643,1994,2,0,2,32.0,United States,male,0.8523114201245355,,,
Q339577,1994-09-01T00:00:00Z,,Climbing Olympus,Kevin J. Anderson,Q131376709,1995,1,0,4,33.0,United States,male,-0.7112375782301963,,,
Q339577,2014-06-03T00:00:00Z,,The Dark Between the Stars,Kevin J. Anderson,Q130612865,2015,1,0,5,53.0,United States,male,0.1699908850991514,,,
Q3430446,1977-02-01T00:00:00Z,,Sword of the Demon,Richard A. Lupoff,Q122452525,1978,1,0,8,43.0,United States,male,0.3653678744773592,,,
Q3430446,1984-09-01T00:00:00Z,,Circumpolar!,Richard A. Lupoff,Q56353084,1985,1,0,10,50.0,United States,male,0.6249760630067125,,,
Q3436347,1980-03-01T00:00:00Z,352728.0,The Orphan,Robert Stallman,Q110598546,1981,1,0,0,51.0,United States,male,-0.7481618189543521,,,
Q345249,2003-07-01T00:00:00Z,1192005.0,Singularity Sky,Charles Stross,Q3006304,2004,2,0,12,40.0,United Kingdom,male,1.016253408015877,,,
Q345249,2004-07-01T00:00:00Z,,Iron Sunrise,Charles Stross,Q2870553,2005,2,0,19,41.0,United Kingdom,male,0.7248799112828372,,,
Q345249,2005-07-05T00:00:00Z,930555.0,Accelerando,Charles Stross,Q2300209,2006,2,1,27,42.0,United Kingdom,male,1.2972310433027536,,,
Q345249,2006-05-16T00:00:00Z,,The Clan Corporate,Charles Stross,Q3066138,2007,1,0,30,43.0,United Kingdom,male,0.17527735271157216,,,
Q345249,2006-06-01T00:00:00Z,,Glasshouse,Charles Stross,Q2027568,2007,3,0,30,43.0,United Kingdom,male,0.17330149977770196,,,
Q345249,2007-10-02T00:00:00Z,,Halting State,Charles Stross,Q5643614,2008,1,0,35,44.0,United Kingdom,male,0.27633927772520694,,,
Q345249,2008-07-01T00:00:00Z,,Saturn's Children,Charles Stross,Q7426767,2009,2,0,37,45.0,United Kingdom,male,0.1544523398142404,,,
Q345249,2011-07-01T00:00:00Z,,Rule 34,Charles Stross,Q7378920,2012,1,0,43,48.0,United Kingdom,male,0.18728572051245654,,,
Q345249,2012-09-01T00:00:00Z,19101112.0,The Rapture of the Nerds,Charles Stross,Q7759446,2013,2,0,44,49.0,United Kingdom,male,0.13716001662690597,,,
Q345249,2013-07-01T00:00:00Z,,Neptune's Brood,Charles Stross,Q18391798,2014,3,0,45,50.0,United Kingdom,male,0.29643790117058394,,,
Q345249,2017-01-17T00:00:00Z,,Empire Games,Charles Stross,Q46856743,2018,1,0,49,54.0,United Kingdom,male,0.1153593715697914,,,
Q34660,1999-07-01T00:00:00Z,2402163.0,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,Q47598,2000,1,0,2,35.0,United Kingdom,female,0.868184223326654,2.0,14.0,1.0
Q34660,2000-07-08T00:00:00Z,3046572.0,Harry Potter and the Goblet of Fire,J. K. Rowling,Q46751,2001,0,1,3,36.0,United Kingdom,female,1.062056804886742,,,
Q347461,1974-12-19T00:00:00Z,423.0,The Forever War,Joe Haldeman,Q5406934,1976,0,2,3,33.0,United States,male,-0.47907216912321915,,,
Q347461,1976-09-01T00:00:00Z,,Mindbridge,Joe Haldeman,Q3397724,1977,1,0,6,34.0,United States,male,-0.40645912394720934,,,
Q347461,1977-10-01T00:00:00Z,,All My Sins Remembered,Joe Haldeman,Q122581064,1978,1,0,8,35.0,United States,male,0.3387994919085009,,,
Q347461,1981-03-01T00:00:00Z,378571.0,Worlds,Joe Haldeman,Q107259794,1982,1,0,11,39.0,United States,male,0.6336977108682769,,,
Q347461,1983-02-01T00:00:00Z,,There Is No Darkness,Joe Haldeman,Q131375511,1984,1,0,12,41.0,United States,male,-0.7060249966336252,,,
Q347461,1983-10-01T00:00:00Z,22762.0,Worlds Apart,Joe Haldeman,Q107259782,1984,1,0,12,41.0,United States,male,0.7290813375107271,,,
Q347461,1989-06-01T00:00:00Z,1811239.0,Buying Time,Joe Haldeman,Q3149116,1990,1,0,15,47.0,United States,male,0.40385477472091114,,,
Q347461,1990-04-01T00:00:00Z,1903764.0,The Hemingway Hoax,Joe Haldeman,Q130717863,1991,1,0,16,48.0,United States,male,0.43441974798980054,,,
Q347461,1992-05-01T00:00:00Z,,Worlds Enough and Time,Joe Haldeman,Q131376585,1993,1,0,19,50.0,United States,male,0.6203611752234799,,,
Q347461,1997-10-01T00:00:00Z,94590.0,Forever Peace,Joe Haldeman,Q9183865,1998,1,3,24,55.0,United States,male,0.9146563985796722,,,
Q347461,1999-12-01T00:00:00Z,22753.0,Forever Free,Joe Haldeman,Q3210024,2000,1,0,25,57.0,United States,male,0.8667648835407622,,,
Q347461,2000-12-01T00:00:00Z,,The Coming,Joe Haldeman,Q131381177,2001,1,0,26,58.0,United States,male,1.103833612680855,,,
Q347461,2002-11-01T00:00:00Z,,Guardian,Joe Haldeman,Q131381266,2003,1,0,27,60.0,United States,male,0.9708592846377059,,,
Q347461,2004-08-01T00:00:00Z,22742.0,Camouflage,Joe Haldeman,Q2240456,2005,1,1,30,62.0,United States,male,0.708223918071371,,,
Q347461,2005-06-01T00:00:00Z,,Old Twentieth,Joe Haldeman,Q131381613,2006,1,0,32,63.0,United States,male,-1.6945194371808294,,,
Q347461,2007-07-01T00:00:00Z,22743.0,The Accidental Time Machine,Joe Haldeman,Q937944,2008,2,0,35,65.0,United States,male,-0.33920266680695643,,,
Q347461,2008-08-01T00:00:00Z,,Marsbound,Joe Haldeman,Q131382099,2009,1,0,37,66.0,United States,male,0.157398293013361,,,
Q347461,2010-01-01T00:00:00Z,,Starbound,Joe Haldeman,Q131382135,2011,1,0,38,68.0,United States,male,0.1929068682787178,,,
Q347461,2011-12-01T00:00:00Z,,Earthbound,Joe Haldeman,Q131382166,2012,1,0,40,69.0,United States,male,0.1568907196251221,,,
Q347461,2014-01-01T00:00:00Z,,Work Done for Hire,Joe Haldeman,Q131382278,2015,1,0,41,72.0,United States,male,0.1714328054420364,,,
Q3476757,1999-06-01T00:00:00Z,242596.0,Souls in the Great Machine,Sean McMullen,Q3236485,2000,1,0,0,52.0,Australia,male,-0.8267383942125552,,,
Q3476757,2000-08-01T00:00:00Z,242598.0,The Miocene Arrow,Sean McMullen,Q7751615,2001,1,0,1,53.0,Australia,male,1.0530085236771818,,,
Q3476757,2001-09-01T00:00:00Z,,Eyes of the Calculor,Sean McMullen,Q5422835,2002,1,0,3,54.0,Australia,male,-1.1028006666570755,,,
Q3476794,2010-04-10T00:00:00Z,7351419.0,Feed,Seanan McGuire,Q5441171,2011,2,0,1,33.0,United States,female,0.19328606235432175,,,
Q3476794,2011-06-01T00:00:00Z,13292985.0,Deadline,Seanan McGuire,Q5245583,2012,2,0,3,34.0,United States,female,-0.2063386244314627,,,
Q3476794,2012-06-01T00:00:00Z,,Blackout,Seanan McGuire,Q17002323,2013,1,0,6,35.0,United States,female,0.13977738623438837,,,
Q3476794,2013-10-29T00:00:00Z,,Parasite,Seanan McGuire,Q17073283,2014,1,0,10,36.0,United States,female,0.3121683443374411,,,
Q3488956,2003-02-01T00:00:00Z,,The Etched City,K. J. Bishop,Q12737230,2004,1,0,0,32.0,Australia,female,1.3866219499279098,,,
Q34981,1972-01-01T00:00:00Z,1253407.0,The Gods Themselves,Isaac Asimov,Q389750,1973,0,2,1,53.0,Russia,male,0.5785670814497574,,,
Q34981,1982-06-01T00:00:00Z,1725527.0,Foundation's Edge,Isaac Asimov,Q932592,1983,1,2,4,63.0,Russia,male,-0.46594018804056697,13.0,11.0,6.0
Q34981,1983-01-01T00:00:00Z,905286.0,The Robots of Dawn,Isaac Asimov,Q440784,1984,2,0,5,64.0,Russia,male,0.7328545525072907,8.0,6.0,6.5
Q34981,1985-09-01T00:00:00Z,1932588.0,Robots and Empire,Isaac Asimov,Q377230,1986,1,0,8,66.0,Russia,male,0.7308705033862866,,,
Q34981,1986-10-03T00:00:00Z,532290.0,Foundation and Earth,Isaac Asimov,Q1050014,1987,1,0,10,67.0,Russia,male,-0.29989183221939286,12.0,11.0,8.0
Q34981,1988-05-01T00:00:00Z,1128436.0,Prelude to Foundation,Isaac Asimov,Q783533,1989,1,0,12,69.0,Russia,male,0.6015049949405358,15.0,9.0,13.0
Q350094,2001-01-09T00:00:00Z,755809.0,Ship of Fools,Richard Paul Russo,Q3211069,2002,1,0,1,48.0,United States,male,0.36392901699399993,,,
Q350094,2005-12-01T00:00:00Z,,The Rosetta Codex,Richard Paul Russo,Q131381622,2006,1,0,3,52.0,United States,male,1.3944210586330652,,,
Q350734,2009-01-01T00:00:00Z,,Yellow Blue Tibia,Adam Roberts,Q80594518,2010,2,0,2,45.0,United Kingdom,male,0.17162876217572776,,,
Q350734,2012-01-01T00:00:00Z,,Jack Glass: The Story of a Murderer,Adam Roberts,Q20166701,2013,1,1,3,48.0,United Kingdom,male,-0.10661483945818284,,,
Q350734,2014-09-25T00:00:00Z,,Bête,Adam Roberts,Q131382309,2015,2,0,4,50.0,United Kingdom,male,0.17078078206768219,,,
Q350734,2015-12-17T00:00:00Z,,The Thing Itself,Adam Roberts,Q59537236,2016,2,0,5,51.0,United Kingdom,male,0.18636003535522358,,,
Q350734,2017-08-24T00:00:00Z,,The Real-Town Murders,Adam Roberts,Q131382747,2018,1,0,6,53.0,United Kingdom,male,0.04064326123285021,,,
Q35155,1973-02-28T00:00:00Z,866393.0,Gravity's Rainbow,Thomas Pynchon,Q1212160,1974,1,0,0,37.0,United States,male,0.6118655034991951,9.0,4.0,8.5
Q35155,2006-11-21T00:00:00Z,,Against the Day,Thomas Pynchon,Q4691072,2007,1,0,2,70.0,United States,male,-0.15972446163890827,13.0,1.0,13.0
Q352346,1985-06-01T00:00:00Z,,Emprise,Michael P. Kube-McDowell,Q131376032,1986,1,0,2,32.0,United States,male,-0.6956934971300035,,,
Q352346,1986-05-01T00:00:00Z,,Enigma,Michael P. Kube-McDowell,Q131376186,1987,1,0,5,33.0,United States,male,0.29877736619413797,,,
Q352346,1988-10-01T00:00:00Z,,Alternities,Michael P. Kube-McDowell,Q131376345,1989,1,0,6,35.0,United States,male,0.7881390128644084,,,
Q352346,1990-05-01T00:00:00Z,,The Quiet Pools,Michael P. Kube-McDowell,Q3407187,1991,2,0,8,37.0,United States,male,-0.43378095240753906,,,
Q3568081,1998-01-01T00:00:00Z,1349906.0,Bloom,Wil McCarthy,Q4928148,1999,1,0,1,33.0,United States,male,0.7604121578636772,,,
Q3568081,2000-08-01T00:00:00Z,,The Collapsium,Wil McCarthy,Q7726654,2001,2,0,4,35.0,United States,male,-1.0792366874026762,,,
Q3568081,2004-03-01T00:00:00Z,,Lost in Transmission,Wil McCarthy,Q44414884,2005,1,0,6,39.0,United States,male,0.7607247271743156,,,
Q3568081,2005-05-31T00:00:00Z,,To Crush the Moon,Wil McCarthy,Q7810889,2006,2,0,7,40.0,United States,male,1.284662261174126,,,
Q357839,1959-01-01T00:00:00Z,250975.0,A Canticle for Leibowitz,Walter M. Miller,Q1659714,1961,0,1,0,38.0,United States,male,-0.27927204104761333,,,
Q357839,1997-09-01T00:00:00Z,250974.0,Saint Leibowitz and the Wild Horse Woman,Walter M. Miller,Q3203920,1998,1,0,0,75.0,United States,male,0.9550600936934444,,,
Q358312,1977-03-01T00:00:00Z,,If the Stars Are Gods,Gregory Benford,Q60839408,1978,1,0,11,37.0,United States,male,0.3752919467925911,,,
Q358312,1977-10-01T00:00:00Z,2226612.0,In the Ocean of Night,Gregory Benford,Q3015377,1978,2,0,11,37.0,United States,male,-0.38075093018335693,,,
Q358312,1980-07-01T00:00:00Z,,Timescape,Gregory Benford,Q2894715,1981,1,2,21,40.0,United States,male,0.7476927445353001,,,
Q358312,1983-04-01T00:00:00Z,,Against Infinity,Gregory Benford,Q97452915,1984,2,0,26,43.0,United States,male,0.6907357101352428,,,
Q358312,1984-01-01T00:00:00Z,,Across the Sea of Suns,Gregory Benford,Q4676501,1985,1,0,28,44.0,United States,male,0.6165268451816139,,,
Q358312,1985-01-01T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male,0.6955208219515954,,,
Q358312,1986-03-01T00:00:00Z,,Heart of the Comet,Gregory Benford,Q5692425,1987,1,0,33,46.0,United States,male,-0.2917148883104406,,,
Q358312,1987-12-01T00:00:00Z,773801.0,Great Sky River,Gregory Benford,Q3209553,1988,2,0,37,47.0,United States,male,0.5777257607365798,,,
Q358312,1989-02-01T00:00:00Z,3028987.0,Tides of Light,Gregory Benford,Q64048281,1990,1,0,41,49.0,United States,male,0.243317387972819,,,
Q358312,1994-07-01T00:00:00Z,442562.0,Furious Gulf,Gregory Benford,Q64049200,1995,1,0,46,54.0,United States,male,-0.652506902521813,,,
Q358312,1995-08-01T00:00:00Z,2216096.0,Sailing Bright Eternity,Gregory Benford,Q64337559,1996,1,0,49,55.0,United States,male,0.2697463523055171,,,
Q358312,1998-02-01T00:00:00Z,,Cosm,Gregory Benford,Q131380866,1999,1,0,56,58.0,United States,male,0.7875745713026185,,,
Q358312,1999-12-01T00:00:00Z,,The Martian Race,Gregory Benford,Q131380944,2000,1,0,58,59.0,United States,male,-0.6032652433684172,,,
Q358312,2000-05-01T00:00:00Z,,Eater,Gregory Benford,Q5331267,2001,1,0,60,60.0,United States,male,1.0169303692869653,,,
Q358312,2012-10-01T00:00:00Z,,Bowl of Heaven,Gregory Benford,Q131382212,2013,1,0,65,72.0,United States,male,0.12342426050203492,,,
Q358312,2014-04-01T00:00:00Z,,Shipstar,Gregory Benford,Q131382287,2015,1,0,66,74.0,United States,male,0.17180125999840778,,,
Q358312,2017-05-09T00:00:00Z,,The Berlin Project,Gregory Benford,Q129500814,2018,1,0,67,77.0,United States,male,0.04046513108874618,,,
Q361149,1980-05-01T00:00:00Z,762497.0,The Shadow of the Torturer,Gene Wolfe,Q1150125,1981,2,1,16,50.0,United States,male,-0.7006337536496433,,,
Q361149,1981-03-01T00:00:00Z,,The Claw of the Conciliator,Gene Wolfe,Q3209610,1982,2,1,20,51.0,United States,male,-0.6153099562339477,,,
Q361149,1982-01-01T00:00:00Z,,The Sword of the Lictor,Gene Wolfe,Q3205411,1983,3,0,24,52.0,United States,male,0.6382317226333862,,,
Q361149,1983-01-01T00:00:00Z,,The Citadel of the Autarch,Gene Wolfe,Q3207442,1984,2,1,28,53.0,United States,male,-0.6769701503528768,,,
Q361149,1984-12-01T00:00:00Z,,Free Live Free,Gene Wolfe,Q5499909,1985,2,0,31,54.0,United States,male,0.6218105826916875,,,
Q361149,1986-10-01T00:00:00Z,1408393.0,Soldier of the Mist,Gene Wolfe,Q3489256,1987,2,0,35,56.0,United States,male,0.3014050572475193,,,
Q361149,1987-08-01T00:00:00Z,,The Urth of the New Sun,Gene Wolfe,Q3225052,1988,3,0,36,57.0,United States,male,0.581335278239425,,,
Q361149,1989-08-01T00:00:00Z,,Soldier of Aretê,Gene Wolfe,Q39053144,1990,1,0,41,59.0,United States,male,-0.3758954573555796,,,
Q361149,1993-04-01T00:00:00Z,,Nightside the Long Sun,Gene Wolfe,Q122452538,1994,2,0,44,63.0,United States,male,-0.8301694893551098,,,
Q361149,1994-08-01T00:00:00Z,,Caldé of the Long Sun,Gene Wolfe,Q122452540,1995,2,0,47,64.0,United States,male,-0.7137732872574821,,,
Q361149,1996-10-01T00:00:00Z,,Exodus from the Long Sun,Gene Wolfe,Q131376759,1997,1,0,50,66.0,United States,male,0.6730825936265195,,,
Q361149,1999-10-01T00:00:00Z,,On Blue's Waters,Gene Wolfe,Q131380947,2000,1,0,58,69.0,United States,male,-0.7404373108727506,,,
Q361149,2000-08-01T00:00:00Z,,In Green's Jungles,Gene Wolfe,Q131381199,2001,1,0,59,70.0,United States,male,1.1263732969592868,,,
Q361149,2001-02-01T00:00:00Z,,Return to the Whorl,Gene Wolfe,Q131381214,2002,1,0,60,71.0,United States,male,-0.7866767547126339,,,
Q361149,2004-01-03T00:00:00Z,,The Knight,Gene Wolfe,Q16954703,2005,2,0,69,74.0,United States,male,0.7478203134464154,,,
Q361149,2004-11-01T00:00:00Z,,The Wizard,Gene Wolfe,Q131413889,2005,1,0,69,74.0,United States,male,0.8064225794746729,,,
Q361149,2006-10-01T00:00:00Z,40580.0,Soldier of Sidon,Gene Wolfe,Q7557345,2007,0,1,77,76.0,United States,male,0.18383840626205844,,,
Q361149,2011-01-01T00:00:00Z,,Home Fires,Gene Wolfe,Q28044007,2012,2,0,89,81.0,United States,male,0.16957104496721737,,,
Q361149,2013-11-26T00:00:00Z,,The Land Across,Gene Wolfe,Q19893647,2014,1,0,90,83.0,United States,male,-0.293453878475864,,,
Q361149,2015-10-20T00:00:00Z,,A Borrowed Man,Gene Wolfe,Q29831547,2016,1,0,92,85.0,United States,male,0.20679029334468652,,,
Q362742,1994-10-01T00:00:00Z,,End of an Era,Robert J. Sawyer,Q109363536,1995,1,0,1,35.0,Canada,male,0.743863946508114,,,
Q362742,1995-05-01T00:00:00Z,,The Terminal Experiment,Robert J. Sawyer,Q3062494,1996,2,1,2,36.0,Canada,male,0.7996744766514445,,,
Q362742,1998-01-01T00:00:00Z,,Factoring Humanity,Robert J. Sawyer,Q3791346,1999,1,0,9,39.0,Canada,male,0.396992719507711,,,
Q362742,2000-01-01T00:00:00Z,,Calculating God,Robert J. Sawyer,Q2933712,2001,1,0,10,41.0,Canada,male,-1.147665336972923,,,
Q362742,2002-05-01T00:00:00Z,,Hominids,Robert J. Sawyer,Q19346391,2003,0,1,11,43.0,Canada,male,0.872887744922399,,,
Q362742,2003-03-01T00:00:00Z,,Humans,Robert J. Sawyer,Q122425801,2004,1,0,11,44.0,Canada,male,1.090578396360874,,,
Q362742,2007-04-01T00:00:00Z,,Rollback,Robert J. Sawyer,Q3940338,2008,1,0,15,48.0,Canada,male,0.28005667308286863,,,
Q362742,2008-11-01T00:00:00Z,4466559.0,Wake,Robert J. Sawyer,Q7960897,2010,1,0,16,50.0,Canada,male,0.1496758449591363,,,
Q362742,,,Starplex,Robert J. Sawyer,Q3497210,1997,2,0,4,37.0,Canada,male,0.6391360191726508,,,
Q363810,1983-12-01T00:00:00Z,2193115.0,The Anubis Gates,Tim Powers,Q128324,1983,0,1,1,31.0,United States,male,0.4605261541493225,,,
Q363810,1985-01-01T00:00:00Z,209700.0,Dinner at Deviant's Palace,Tim Powers,Q3795023,1986,2,0,3,34.0,United States,male,-0.733548149675732,,,
Q363810,1987-11-01T00:00:00Z,17505.0,On Stranger Tides,Tim Powers,Q1660753,1988,1,0,5,36.0,United States,male,0.5714935776310596,,,
Q363810,1989-08-01T00:00:00Z,937457.0,The Stress of Her Regard,Tim Powers,Q151550,1990,1,0,6,38.0,United States,male,0.38440624475020213,,,
Q363810,1992-04-01T00:00:00Z,,Last Call,Tim Powers,Q610680,1993,0,1,8,41.0,United States,male,-0.5540169291790973,,,
Q363810,1995-03-01T00:00:00Z,589090.0,Expiration Date,Tim Powers,Q3016940,1996,2,0,8,44.0,United States,male,0.5450535738327745,,,
Q363810,2000-01-01T00:00:00Z,,Declare,Tim Powers,Q5249488,2001,0,1,10,49.0,United States,male,1.0245653515863211,,,
Q364189,1980-10-01T00:00:00Z,,Shadowland,Peter Straub,Q7460739,1981,1,0,0,38.0,United States,male,-0.7828629520039547,,,
Q364189,1984-11-08T00:00:00Z,3324421.0,The Talisman,Peter Straub,Q462454,1985,1,0,2,42.0,United States,male,0.6241036642016228,,,
Q364189,1988-10-01T00:00:00Z,3366520.0,Koko,Peter Straub,Q6426705,1989,0,1,3,46.0,United States,male,0.593217824384325,15.0,8.0,12.5
Q367102,1998-08-01T00:00:00Z,372876.0,Mockingbird,Sean Stewart,Q11881501,1999,2,0,5,34.0,United States,male,0.8860625153809332,,,
Q367102,2000-03-01T00:00:00Z,,Galveston,Sean Stewart,Q20167373,2001,0,1,7,36.0,United States,male,1.1523370433064979,,,
Q367102,2004-07-01T00:00:00Z,,Perfect Circle,Sean Stewart,Q7167954,2005,2,0,8,40.0,United States,male,0.7309671749216691,,,
Q368224,1996-12-05T00:00:00Z,1570074.0,City of Golden Shadow,Tad Williams,Q444451,1997,1,0,3,40.0,United States,male,0.6200204836088972,,,
Q368224,1998-07-01T00:00:00Z,1003667.0,River of Blue Fire,Tad Williams,Q7338006,1999,1,0,4,42.0,United States,male,-0.7848897677878717,,,
Q3702879,2008-08-01T00:00:00Z,,Pandemonium,Daryl Gregory,Q3893138,2009,1,0,2,44.0,United States,male,-0.11743766627971047,,,
Q3702879,2009-11-06T00:00:00Z,,The Devil's Alphabet,Daryl Gregory,Q44900825,2010,1,0,3,45.0,United States,male,0.17688387008760012,,,
Q3702879,2014-04-22T00:00:00Z,,Afterparty,Daryl Gregory,Q64868387,2015,2,0,6,50.0,United States,male,-0.16408934531560035,,,
Q3702879,2017-06-27T00:00:00Z,,Spoonbenders,Daryl Gregory,Q42529627,2018,2,0,10,53.0,United States,male,0.09934449545604986,,,
Q372505,1998-05-01T00:00:00Z,,The Cassini Division,Ken MacLeod,Q3822080,1999,2,0,1,45.0,United Kingdom,male,1.328135862324552,,,
