author_qid,pubDate,goodreads_id,title,authorLabel,work_qid,year,n_nom,n_win,awards_as_of_year,age,birth_country,gender,topicality,max,count,median
Q171091,,830939.0,Do Androids Dream of Electric Sheep?,Philip K. Dick,Q605249,1969,1,0,3,41.0,United States,male,0.37322669388463225,,,
Q171091,,1399376.0,The Three Stigmata of Palmer Eldritch,Philip K. Dick,Q1193211,1966,1,0,0,38.0,United States,male,0.3483700434127828,,,
Q171091,,1527439.0,A Scanner Darkly,Philip K. Dick,Q1198489,1978,2,0,9,50.0,United States,male,0.3303427793725441,,,
Q171091,,,"Dr. Bloodmoney, or How We Got Along After the Bomb",Philip K. Dick,Q1317915,1966,1,0,0,38.0,United States,male,0.25200742652448305,,,
Q172140,1990-11-20T00:00:00Z,3376836.0,Jurassic Park,Michael Crichton,Q756866,1991,1,0,0,49.0,United States,male,-0.3771576526951703,13.0,5.0,8.0
Q1803115,1995-09-01T00:00:00Z,,The Silent Strength of Stones,Nina Kiriki Hoffman,Q122452542,1996,2,0,3,41.0,United States,female,0.6230208175537317,,,
Q1803115,1999-10-01T00:00:00Z,,A Red Heart of Memories,Nina Kiriki Hoffman,Q131417480,2000,1,0,5,45.0,United States,female,0.8875969595261562,,,
Q18085614,2013-04-16T00:00:00Z,,A Stranger in Olondria,Sofia Samatar,Q44517047,2014,1,1,1,43.0,United States,female,0.2971369972997776,,,
Q1815038,1986-01-01T00:00:00Z,,The Journal of Nicholas the American,Leigh Kennedy,Q122452530,1987,1,0,4,36.0,United States,female,0.2992673790047726,,,
Q181659,1969-03-01T00:00:00Z,817527.0,The Left Hand of Darkness,Ursula K. Le Guin,Q2008211,1970,0,2,0,41.0,United States,female,-0.2927573379324491,,,
Q181659,1971-03-01T00:00:00Z,425872.0,The Lathe of Heaven,Ursula K. Le Guin,Q132062,1972,2,0,1,43.0,United States,female,0.6796779212207158,,,
Q181659,1974-05-01T00:00:00Z,2684122.0,The Dispossessed,Ursula K. Le Guin,Q467720,1975,1,2,10,46.0,United States,female,0.6417877097477545,,,
Q181659,1985-10-01T00:00:00Z,1554921.0,Always Coming Home,Ursula K. Le Guin,Q4677090,1986,1,0,24,57.0,United States,female,-0.731621955937652,,,
Q181659,1990-03-01T00:00:00Z,2902890.0,Tehanu,Ursula K. Le Guin,Q2261855,1991,0,1,29,62.0,United States,female,-0.47630539950455164,,,
Q181659,2000-09-01T00:00:00Z,,The Telling,Ursula K. Le Guin,Q2623688,2001,0,1,58,72.0,United States,female,1.0610460347391142,,,
Q181659,2001-09-01T00:00:00Z,215093.0,The Other Wind,Ursula K. Le Guin,Q717326,2002,1,1,61,73.0,United States,female,0.8675670663164395,,,
Q181659,2007-01-01T00:00:00Z,,Powers,Ursula K. Le Guin,Q3400801,2009,0,1,73,80.0,United States,female,-0.1536520767377426,,,
Q181677,1977-04-01T00:00:00Z,2611807.0,Dying of the Light,George R. R. Martin,Q135165,1978,2,0,15,30.0,United States,male,0.3495921025251201,,,
Q181677,1981-04-01T00:00:00Z,2960816.0,Windhaven,George R. R. Martin,Q3235534,1982,1,0,23,34.0,United States,male,0.634250380019831,,,
Q181677,1982-10-01T00:00:00Z,2564105.0,Fevre Dream,George R. R. Martin,Q2915854,1983,1,0,28,35.0,United States,male,0.46204662924310297,,,
Q181677,1983-09-01T00:00:00Z,,The Armageddon Rag,George R. R. Martin,Q7714277,1984,1,0,33,36.0,United States,male,0.7472414266819939,,,
Q181677,1996-01-01T00:00:00Z,1466917.0,A Game of Thrones,George R. R. Martin,Q1751870,1997,2,0,44,49.0,United States,male,-0.5510606570664129,,,
Q181677,1998-01-01T00:00:00Z,21619503.0,A Clash of Kings,George R. R. Martin,Q300370,2000,1,0,48,52.0,United States,male,0.04806124862727964,13.0,1.0,13.0
Q181677,2000-08-08T00:00:00Z,1164465.0,A Storm of Swords,George R. R. Martin,Q431927,2001,1,0,51,53.0,United States,male,1.1970454713740324,13.0,2.0,12.5
Q181677,2000-08-08T00:00:00Z,1164465.0,A Storm of Swords,George R. R. Martin,Q431927,2001,1,0,51,54.0,United States,male,1.1970454713740324,13.0,2.0,12.5
Q181677,2000-08-08T00:00:00Z,17243368.0,A Storm of Swords,George R. R. Martin,Q431927,2002,1,0,51,53.0,United States,male,1.1970454713740324,13.0,2.0,12.5
Q181677,2000-08-08T00:00:00Z,17243368.0,A Storm of Swords,George R. R. Martin,Q431927,2002,1,0,51,54.0,United States,male,1.1970454713740324,13.0,2.0,12.5
Q181677,2005-10-26T00:00:00Z,1019062.0,A Feast for Crows,George R. R. Martin,Q1764445,2006,1,0,54,58.0,United States,male,1.3992564109714667,15.0,5.0,9.0
Q181677,2011-07-12T00:00:00Z,2936175.0,A Dance with Dragons,George R. R. Martin,Q28306,2012,2,0,57,64.0,United States,male,0.1778149916623302,15.0,21.0,7.0
Q181716,2003-03-01T00:00:00Z,,The Risen Empire,Scott Westerfeld,Q7760903,2004,1,0,1,41.0,United States,male,1.0878939306627573,,,
Q181716,2003-10-01T00:00:00Z,25578.0,The Killing of Worlds,Scott Westerfeld,Q7744389,2004,1,0,1,41.0,United States,male,0.8311355371277711,,,
Q18206053,2012-01-01T00:00:00Z,,Ironskin,Tina Connolly,Q122452555,2013,1,0,0,63.0,United States,female,0.1333716758035013,,,
Q18207018,2013-01-01T00:00:00Z,,Fire with Fire,Charles E. Gannon,Q122452556,2014,1,0,0,54.0,United States,male,0.2948432342575582,,,
Q18207018,2014-01-01T00:00:00Z,,Trial by Fire,Charles E. Gannon,Q122452558,2015,1,0,1,55.0,United States,male,0.1704562828933133,,,
Q18207018,2015-01-01T00:00:00Z,,Raising Caine,Charles E. Gannon,Q122452560,2016,1,0,2,56.0,United States,male,0.18728969669218865,,,
Q183492,1985-08-01T00:00:00Z,1119185.0,The Handmaid's Tale,Margaret Atwood,Q1541914,1987,2,0,0,48.0,Canada,female,-0.2897570657151941,14.0,14.0,9.0
Q183492,1985-08-01T00:00:00Z,1119185.0,The Handmaid's Tale,Margaret Atwood,Q1541914,1987,2,0,0,48.0,Canada,female,-0.2897570657151941,8.0,1.0,8.0
Q183492,2009-09-01T00:00:00Z,6257025.0,The Year of the Flood,Margaret Atwood,Q4352956,2010,1,0,2,71.0,Canada,female,0.1822436308661311,15.0,2.0,11.5
Q183492,2013-08-27T00:00:00Z,17613051.0,MaddAddam,Margaret Atwood,Q16204596,2014,1,0,2,75.0,Canada,female,0.30294094781737074,15.0,2.0,11.5
Q184785,1985-10-01T00:00:00Z,3241580.0,The Vampire Lestat,Anne Rice,Q1193680,1986,1,0,0,45.0,United States,female,0.7469309064941079,15.0,6.0,11.0
Q185714,1966-01-01T00:00:00Z,3337594.0,Flowers for Algernon,Daniel Keyes,Q122463813,1967,1,1,0,40.0,United States,male,0.3484639931489453,,,
Q1857523,1989-03-01T00:00:00Z,,Black Milk,Robert Reed,Q131376385,1990,1,0,1,34.0,United States,male,0.3937837442585064,,,
Q1857523,1995-12-01T00:00:00Z,,An Exaltation of Larks,Robert Reed,Q131376713,1996,1,0,8,40.0,United States,male,0.6040220797533845,,,
Q1857523,2000-08-01T00:00:00Z,1012993.0,Marrow,Robert Reed,Q3223347,2001,1,0,29,45.0,United States,male,1.0684419250579567,,,
Q1857523,2003-05-01T00:00:00Z,,Sister Alice,Robert Reed,Q7531074,2004,2,0,39,48.0,United States,male,-1.0255342373434304,,,
Q1857523,2004-12-01T00:00:00Z,,The Well of Stars,Robert Reed,Q3548969,2005,1,0,43,49.0,United States,male,0.7356212931055603,,,
Q18608450,2013-04-01T00:00:00Z,21547736.0,The Golem and the Jinni,Helene Wecker,Q16994283,2014,2,0,1,39.0,United States,female,0.2926507918998411,,,
Q18608460,2011-06-02T00:00:00Z,13730452.0,Leviathan Wakes,Ty Franck,Q6535598,2012,2,0,0,43.0,United States,male,0.07654966426198462,,,
Q18608460,2012-06-07T00:00:00Z,17606541.0,Caliban's War,Ty Franck,Q5019811,2013,1,0,2,44.0,United States,male,0.14209555706963367,,,
Q18608460,2013-06-04T00:00:00Z,17606564.0,Abaddon's Gate,Ty Franck,Q17000766,2014,0,1,4,45.0,United States,male,-0.2980747325026906,,,
Q18608460,2014-06-05T00:00:00Z,26109318.0,Cibola Burn,Ty Franck,Q19610145,2015,1,0,5,46.0,United States,male,0.1648160822689522,,,
Q18608460,2015-06-02T00:00:00Z,42456264.0,Nemesis Games,Ty Franck,Q19894682,2016,1,0,6,47.0,United States,male,0.17738471038029782,,,
Q18608460,2016-12-06T00:00:00Z,45754030.0,Babylon's Ashes,Ty Franck,Q22074947,2017,1,0,8,48.0,United States,male,-0.22247139760038193,,,
Q18608460,2017-12-05T00:00:00Z,,Persepolis Rising,Ty Franck,Q48772056,2018,1,0,9,49.0,United States,male,0.09059857620577362,,,
Q18683960,2014-08-01T00:00:00Z,,The Race,Nina Allan,Q105044098,2015,1,0,2,49.0,United Kingdom,female,-0.1704928359470532,,,
Q18683960,2017-07-11T00:00:00Z,,The Rift,Nina Allan,Q48817743,2018,2,0,6,52.0,United Kingdom,female,0.09792213901429737,,,
Q187019,2004-09-01T00:00:00Z,911456.0,The Plot Against America,Philip Roth,Q1758811,2005,2,0,0,72.0,United States,male,0.7965330086535927,14.0,12.0,8.0
Q187085,1991-06-01T00:00:00Z,,Eternal Light,Paul J. McAuley,Q131376571,1992,1,0,2,37.0,United Kingdom,male,0.6816327676596481,,,
Q187085,1993-03-01T00:00:00Z,,Red Dust,Paul J. McAuley,Q131376642,1994,1,0,4,39.0,United Kingdom,male,-0.7076797465320119,,,
Q187085,1994-03-01T00:00:00Z,,Pasquale's Angel,Paul J. McAuley,Q78290719,1995,1,0,5,40.0,United Kingdom,male,0.7597713216908336,,,
Q187085,1995-01-01T00:00:00Z,,Fairyland,Paul J. McAuley,Q3092263,1996,1,1,7,41.0,United Kingdom,male,0.6378084081920082,,,
Q187085,1997-09-01T00:00:00Z,,Child of the River,Paul J. McAuley,Q131380862,1999,1,0,12,44.0,United Kingdom,male,0.7598019507448696,,,
Q187085,1998-09-01T00:00:00Z,,Ancients of Days,Paul J. McAuley,Q131380918,2000,1,0,16,45.0,United Kingdom,male,0.8607656435534824,,,
Q187085,1999-09-01T00:00:00Z,,Shrine of Stars,Paul J. McAuley,Q131380954,2001,1,0,18,46.0,United Kingdom,male,-1.0126830046345356,,,
Q187085,2001-01-01T00:00:00Z,,The Secret of Life,Paul J. McAuley,Q131381216,2002,1,0,25,47.0,United Kingdom,male,0.8620851911933579,,,
Q187085,2001-09-01T00:00:00Z,,Whole Wide World,Paul J. McAuley,Q131381239,2002,1,0,25,47.0,United Kingdom,male,0.8528757950043816,,,
Q187085,2004-02-01T00:00:00Z,,White Devils,Paul J. McAuley,Q131381574,2005,2,0,31,50.0,United Kingdom,male,0.7299102295643023,,,
Q187085,2005-09-01T00:00:00Z,,Mind's Eye,Paul J. McAuley,Q131381627,2006,2,0,32,51.0,United Kingdom,male,1.2642623373434567,,,
Q187085,2008-10-01T00:00:00Z,1365077.0,The Quiet War,Paul J. McAuley,Q7759106,2009,1,0,35,54.0,United Kingdom,male,0.15265055716409645,,,
Q187085,2009-10-01T00:00:00Z,7121972.0,Gardens of the Sun,Paul J. McAuley,Q5522495,2010,2,0,37,55.0,United Kingdom,male,-0.16818167452830585,,,
Q187085,2012-01-01T00:00:00Z,,In the Mouth of the Whale,Paul J. McAuley,Q15035526,2013,1,0,40,58.0,United Kingdom,male,0.12748311990604347,,,
Q187085,2013-07-01T00:00:00Z,,Evening's Empires,Paul J. McAuley,Q39053152,2014,2,0,45,59.0,United Kingdom,male,0.29583025313443284,,,
Q187085,2016-04-21T00:00:00Z,,Into Everywhere,Paul J. McAuley,Q131382360,2017,2,0,48,62.0,United Kingdom,male,0.1219998182969489,,,
Q187085,2017-10-01T00:00:00Z,,Austral,Paul J. McAuley,Q131382751,2018,2,0,51,63.0,United Kingdom,male,0.10127528115079812,,,
Q187424,2001-10-01T00:00:00Z,,A Paradigm of Earth,Candas Jane Dorsey,Q131381228,2002,1,0,1,50.0,Canada,female,1.08454018454334,,,
Q188176,1964-01-01T00:00:00Z,,Nova Express,William S. Burroughs,Q3878987,1966,1,0,0,52.0,United States,male,-0.21483072472905623,,,
Q188987,1984-07-01T00:00:00Z,909457.0,Neuromancer,William Gibson,Q662029,1985,2,3,8,37.0,United States,male,0.6299412696922794,,,
Q188987,1986-01-01T00:00:00Z,879764.0,Count Zero,William Gibson,Q2384854,1987,3,0,15,39.0,United States,male,0.2961015086935406,,,
Q188987,1988-01-01T00:00:00Z,1263322.0,Mona Lisa Overdrive,William Gibson,Q663215,1989,3,0,20,41.0,United States,male,-0.5793585055721947,,,
Q188987,1990-09-01T00:00:00Z,1806578.0,The Difference Engine,William Gibson,Q466103,1992,3,0,25,44.0,United States,male,0.7323218040699728,,,
Q188987,1993-09-06T00:00:00Z,953941.0,Virtual Light,William Gibson,Q897105,1994,2,0,28,46.0,United States,male,0.8314410844378671,15.0,2.0,14.5
Q188987,1999-10-07T00:00:00Z,513838.0,All Tomorrow's Parties,William Gibson,Q900595,2000,1,0,30,52.0,United States,male,0.870109538416578,,,
Q188987,2003-01-01T00:00:00Z,2455062.0,Pattern Recognition,William Gibson,Q2295976,2004,1,0,32,56.0,United States,male,1.1070079567598436,12.0,4.0,9.0
Q188987,2007-07-05T00:00:00Z,1715356.0,Spook Country,William Gibson,Q2319431,2008,1,0,33,60.0,United States,male,0.2623742180935683,15.0,3.0,9.0
Q188987,2010-09-02T00:00:00Z,10567916.0,Zero History,William Gibson,Q2377147,2011,2,0,34,63.0,United States,male,0.19381965033028228,15.0,2.0,12.0
Q188987,2014-10-01T00:00:00Z,40167043.0,The Peripheral,William Gibson,Q7756730,2015,2,0,35,67.0,United States,male,0.17009427297828145,9.0,1.0,9.0
Q19015,,,The Carpet Makers,Andreas Eschbach,Q615035,2006,1,0,0,47.0,Germany,male,-1.5048008486802191,,,
Q190220,2000-01-01T00:00:00Z,1774510.0,The Amber Spyglass,Philip Pullman,Q129929,2001,1,0,2,56.0,United Kingdom,male,1.155655591567977,,,
Q1912232,2013-06-18T00:00:00Z,,Lexicon,Max Barry,Q102076464,2014,2,0,0,41.0,Australia,male,-0.2875925133926705,,,
Q1919410,1985-04-01T00:00:00Z,,Five-Twelfths of Heaven,Melissa Scott,Q131376024,1986,1,0,1,26.0,United States,female,0.665837774144597,,,
Q1919410,1995-07-01T00:00:00Z,,Shadow Man,Melissa Scott,Q131376742,1996,1,0,2,36.0,United States,female,0.7286059022393854,,,
Q1919410,1996-01-01T00:00:00Z,,Night Sky Mine,Melissa Scott,Q7033462,1997,1,0,3,37.0,United States,female,0.634068417943096,,,
Q1919410,1997-07-01T00:00:00Z,622019.0,Dreaming Metal,Melissa Scott,Q5306607,1998,1,0,4,38.0,United States,female,-0.9008600865830805,,,
Q1919410,1998-01-01T00:00:00Z,,The Shapes of Their Hearts,Melissa Scott,Q131380870,1999,1,0,5,39.0,United States,female,-0.7685652239762077,,,
Q1919410,2000-01-01T00:00:00Z,,The Jazz,Melissa Scott,Q131381175,2001,1,0,6,41.0,United States,female,1.2493394291303053,,,
Q19561138,2016-06-14T00:00:00Z,,False Hearts,Laura Lam,Q131382367,2017,1,0,0,29.0,,female,0.1044401226516665,,,
Q19561138,2017-06-15T00:00:00Z,,Shattered Minds,Laura Lam,Q131382743,2018,1,0,1,30.0,,female,-0.05164364948550799,,,
Q19665989,2014-01-28T00:00:00Z,21580644.0,Red Rising,Pierce Brown,Q18393778,2016,1,0,0,28.0,United States,male,-0.18874061957585406,,,
Q19665989,2015-01-01T00:00:00Z,26984955.0,Golden Son,Pierce Brown,Q19263643,2016,1,0,0,28.0,United States,male,-0.19576104786396897,6.0,1.0,6.0
Q1985398,2012-02-01T00:00:00Z,,Angelmaker,Nick Harkaway,Q131382197,2013,1,0,2,41.0,United Kingdom,male,0.1404061275145818,,,
Q1985398,2014-05-22T00:00:00Z,,Tigerman,Nick Harkaway,Q131382295,2015,1,0,3,43.0,United Kingdom,male,0.1700949269913966,,,
Q1985398,2017-01-01T00:00:00Z,,Gnomon,Nick Harkaway,Q96379623,2018,1,0,4,46.0,United Kingdom,male,0.10082701305223357,,,
Q1986320,1997-01-01T00:00:00Z,,The Gift,Patrick O'Leary,Q9201842,1998,1,0,1,46.0,United States,male,0.9428925754959012,,,
Q1986320,2002-01-01T00:00:00Z,,The Impossible Bird,Patrick O'Leary,Q131381253,2003,1,0,3,51.0,United States,male,-0.8105867788383979,,,
Q1987300,2012-11-01T00:00:00Z,,The Scrivener's Tale,Fiona McIntosh,Q131382236,2014,1,0,0,54.0,United Kingdom,female,0.2982236241524633,,,
Q2000229,1980-05-01T00:00:00Z,2530528.0,Dragon's Egg,Robert L. Forward,Q3205839,1981,1,0,0,49.0,United States,male,0.7401237885097707,,,
Q2000229,1985-10-01T00:00:00Z,255419.0,Starquake,Robert L. Forward,Q3968388,1986,1,0,1,54.0,United States,male,0.7159995632559217,,,
Q2010010,2009-03-01T00:00:00Z,,In Great Waters,Kit Whitfield,Q131415778,2010,1,0,0,,,female,-0.16537923095283932,,,
Q202122,2002-04-01T00:00:00Z,,The Golden Age,John C. Wright,Q1154138,2003,1,0,0,42.0,United States,male,0.924493002952956,,,
Q202122,2003-04-01T00:00:00Z,,The Phoenix Exultant,John C. Wright,Q19356855,2004,1,0,1,43.0,United States,male,-0.12729318313082066,,,
Q202122,2003-11-01T00:00:00Z,,The Golden Transcendence,John C. Wright,Q19356859,2004,1,0,1,43.0,United States,male,-1.0895101213369434,,,
Q202122,2005-10-20T00:00:00Z,,Orphans of Chaos,John C. Wright,Q7103952,2006,1,0,5,45.0,United States,male,1.3050944276569358,,,
Q202122,2015-07-03T00:00:00Z,,Somewhither,John C. Wright,Q131382351,2016,1,0,15,55.0,United States,male,0.2219266850604242,,,
Q203068,2000-07-01T00:00:00Z,,Hunted,James Alan Gardner,Q16386156,2001,1,0,4,46.0,Canada,male,1.073117520034936,,,
Q2061542,1982-10-01T00:00:00Z,,The Fall of the Shell,Paul Osborne Williams,Q131375460,1983,1,0,1,48.0,,male,-0.4776372331472836,,,
Q20638849,2014-05-06T00:00:00Z,,The Bees,Laline Paull,Q127613403,2015,1,0,0,15.0,United Kingdom,female,0.16560024212833313,,,
Q2079223,2003-01-01T00:00:00Z,,Spondulix: A Romance of Hoboken,Paul Di Filippo,Q131381604,2005,1,0,16,51.0,United States,male,0.7656890220350374,,,
Q2092466,2006-06-27T00:00:00Z,2116675.0,The Lies of Locke Lamora,Scott Lynch,Q1608505,2007,1,0,0,29.0,United States,male,0.17808674701394872,,,
Q210059,1990-05-01T00:00:00Z,4110990.0,Good Omens,Neil Gaiman,Q1052459,1991,1,0,0,31.0,United Kingdom,male,-0.42081809648697943,,,
Q210059,2001-07-01T00:00:00Z,1970226.0,American Gods,Neil Gaiman,Q430514,2002,1,2,3,42.0,United Kingdom,male,0.9012780769497261,14.0,2.0,12.0
Q210059,2008-09-30T00:00:00Z,2219449.0,The Graveyard Book,Neil Gaiman,Q1168659,2009,1,1,8,49.0,United Kingdom,male,0.16195840193163646,,,
Q210059,2013-01-01T00:00:00Z,21500681.0,The Ocean at the End of the Lane,Neil Gaiman,Q14548336,2014,2,0,10,54.0,United Kingdom,male,0.2947122405544964,12.0,10.0,6.5
Q21066566,2015-07-14T00:00:00Z,,Dark Orbit,Carolyn Ives Gilman,Q131382336,2016,1,0,10,62.0,,female,0.18882102749370375,,,
Q216896,,,Black Genesis,L. Ron Hubbard,Q3209152,1987,1,0,0,76.0,United States,male,0.3117809336748983,17.0,3.0,16.0
Q217110,1979-07-01T00:00:00Z,,A Planet Called Treason,Orson Scott Card,Q780585,1980,1,0,7,29.0,United States,male,0.34451543742958923,,,
Q217110,1980-07-01T00:00:00Z,,Songmaster,Orson Scott Card,Q3234507,1981,1,0,13,30.0,United States,male,0.7543564229938677,,,
Q217110,1985-01-01T00:00:00Z,2422333.0,Ender's Game,Orson Scott Card,Q816016,1986,1,2,17,35.0,United States,male,-0.802378567065368,,,
Q217110,1986-03-01T00:00:00Z,2327777.0,Speaker for the Dead,Orson Scott Card,Q2291295,1987,1,3,21,36.0,United States,male,-0.2817887223510267,,,
Q217110,1987-07-01T00:00:00Z,2771466.0,Seventh Son,Orson Scott Card,Q3142271,1988,2,0,24,37.0,United States,male,0.5739121759964615,,,
Q217110,1988-01-01T00:00:00Z,98069.0,Red Prophet,Orson Scott Card,Q3226029,1989,2,0,28,38.0,United States,male,0.6125166795086147,,,
Q217110,1989-02-01T00:00:00Z,,Prentice Alvin,Orson Scott Card,Q3089022,1990,2,0,32,39.0,United States,male,0.38148133487318253,,,
Q217110,1991-08-01T00:00:00Z,1150594.0,Xenocide,Orson Scott Card,Q2915294,1992,2,0,38,41.0,United States,male,-0.7204811168213932,,,
Q217110,1992-03-01T00:00:00Z,4092.0,The Memory of Earth,Orson Scott Card,Q3234544,1993,1,0,40,42.0,United States,male,0.5957595606296365,,,
Q217110,1993-01-01T00:00:00Z,1923648.0,The Call of Earth,Orson Scott Card,Q3234516,1994,1,0,42,43.0,United States,male,0.8611776818231722,,,
Q217110,1996-08-01T00:00:00Z,1959402.0,Children of the Mind,Orson Scott Card,Q2608698,1997,1,0,43,46.0,United States,male,-0.6378551932830842,,,
Q217110,1999-09-01T00:00:00Z,3145587.0,Ender's Shadow,Orson Scott Card,Q2746500,2000,1,0,46,49.0,United States,male,-0.92933314256092,15.0,1.0,15.0
Q217110,2001-01-01T00:00:00Z,2528139.0,Shadow of the Hegemon,Orson Scott Card,Q2915310,2002,1,0,50,51.0,United States,male,0.8774678513068261,11.0,3.0,9.0
Q217110,2002-08-09T00:00:00Z,2393951.0,Shadow Puppets,Orson Scott Card,Q2915295,2003,1,0,51,52.0,United States,male,-0.8852453530093869,15.0,4.0,14.0
Q217110,2005-03-10T00:00:00Z,4088.0,Shadow of the Giant,Orson Scott Card,Q2915291,2006,1,0,53,55.0,United States,male,-1.356093854815639,14.0,3.0,11.0
Q220078,1976-01-01T00:00:00Z,,The Alteration,Kingsley Amis,Q7713244,1977,0,1,0,55.0,United Kingdom,male,0.4374729671771334,,,
Q220883,1958-08-01T00:00:00Z,3063880.0,The Enemy Stars,Poul Anderson,Q18208798,1959,1,0,0,33.0,United States,male,0.19018829866512071,,,
Q220883,1960-07-01T00:00:00Z,,The High Crusade,Poul Anderson,Q2560269,1961,1,0,1,35.0,United States,male,0.3597709373079315,,,
Q220883,1965-01-01T00:00:00Z,,The Star Fox,Poul Anderson,Q4189821,1966,1,0,2,40.0,United States,male,0.2424662855180699,,,
Q220883,1970-01-01T00:00:00Z,,Tau Zero,Poul Anderson,Q1968531,1971,1,0,7,45.0,United States,male,-0.46051729506081934,,,
Q220883,1971-09-01T00:00:00Z,,The Byworlder,Poul Anderson,Q122452516,1972,1,0,10,46.0,United States,male,0.6544420974457765,,,
Q220883,1972-09-01T00:00:00Z,,There Will Be Time,Poul Anderson,Q4313991,1973,1,0,12,47.0,United States,male,0.4543924971137897,,,
Q220883,1973-02-01T00:00:00Z,,The People of the Wind,Poul Anderson,Q3225561,1974,2,0,15,48.0,United States,male,0.6040133446866871,,,
Q220883,1974-03-01T00:00:00Z,,A Midsummer Tempest,Poul Anderson,Q4658233,1975,2,0,18,49.0,United States,male,-0.6190703609129162,,,
Q220883,1974-11-01T00:00:00Z,,Fire Time,Poul Anderson,Q1239229,1975,1,0,18,49.0,United States,male,-0.6374250194606775,,,
Q220883,1977-01-01T00:00:00Z,,Mirkheim,Poul Anderson,Q122581066,1978,1,0,23,52.0,United States,male,0.35416478984242833,,,
Q220883,1983-03-01T00:00:00Z,1837960.0,Orion Shall Rise,Poul Anderson,Q7102801,1984,1,0,31,58.0,United States,male,-1.0782793287416887,,,
Q220883,1989-11-01T00:00:00Z,,The Boat of a Million Years,Poul Anderson,Q7718935,1990,3,0,33,64.0,United States,male,0.38162127202737706,,,
Q220883,1993-08-01T00:00:00Z,,Harvest of Stars,Poul Anderson,Q131376633,1994,1,0,38,68.0,United States,male,-0.735919530825354,,,
Q220883,1994-08-01T00:00:00Z,,The Stars Are Also Fire,Poul Anderson,Q131376686,1995,1,0,39,69.0,United States,male,-0.8601687979502096,,,
Q220883,1997-03-01T00:00:00Z,,The Fleet of Stars,Poul Anderson,Q131376801,1998,1,0,41,72.0,United States,male,0.9298952841045439,,,
Q220883,1998-11-01T00:00:00Z,,Starfarers,Poul Anderson,Q7601814,1999,1,0,42,73.0,United States,male,0.1770047342388349,,,
Q220883,2000-02-01T00:00:00Z,,Genesis,Poul Anderson,Q20050124,2001,0,1,42,75.0,United States,male,-1.1500043222235496,,,
Q2287595,2014-01-16T00:00:00Z,,Wolves,Simon Ings,Q131382279,2015,2,0,1,50.0,,male,-0.16671484692495703,,,
Q229369,1986-08-01T00:00:00Z,2792.0,The Warrior's Apprentice,Lois McMaster Bujold,Q676256,1987,1,0,0,38.0,United States,female,0.2926973438130221,,,
Q229369,1988-04-01T00:00:00Z,2277408.0,Falling Free,Lois McMaster Bujold,Q2703898,1989,2,1,3,40.0,United States,female,0.6045926558329825,,,
