author_qid,authorLabel,year,awards_as_of_year
Q5363172,Elizabeth Massie,1991,1
Q243027,Elizabeth Moon,1989,2
Q243027,Elizabeth Moon,1997,4
Q243027,Elizabeth Moon,1998,5
Q243027,Elizabeth Moon,2004,6
Q131412139,Elizabeth Willey,1994,1
Q131412139,Elizabeth Willey,1996,2
Q5364904,Ellen Klages,1998,1
Q5364904,Ellen Klages,1999,3
Q5364904,Ellen Klages,2005,4
Q5364904,Ellen Klages,2006,5
Q5364904,Ellen Klages,2007,7
Q5364904,Ellen Klages,2008,8
Q5364904,Ellen Klages,2010,9
Q5364904,Ellen Klages,2012,10
Q5364904,Ellen Klages,2013,12
Q5364904,Ellen Klages,2014,15
Q5364904,Ellen Klages,2015,16
Q5364904,Ellen Klages,2017,17
Q5364904,Ellen Klages,2018,18
Q5364904,Ellen Klages,2020,19
Q433291,Ellen Kushner,1988,1
Q433291,Ellen Kushner,1991,2
Q433291,Ellen Kushner,2003,3
Q433291,Ellen Kushner,2006,5
Q433291,Ellen Kushner,2010,7
Q433291,Ellen Kushner,2011,9
Q433291,Ellen Kushner,2022,10
Q131438529,Elly Bangs,2022,3
Q131468051,Em North,2021,1
Q131438541,Emily Croy Barker,2014,1
Q5372138,Emily Devenport,1992,1
Q124633088,Emily Habeck,2024,1
Q5372267,Emily M. Danforth,2021,1
Q3052385,Emily St. John Mandel,2015,1
Q3052385,Emily St. John Mandel,2023,2
Q123701317,Emily Tesh,2021,1
Q123701317,Emily Tesh,2024,3
Q3052446,Emma Bull,1988,1
Q3052446,Emma Bull,1990,2
Q3052446,Emma Bull,1991,3
Q3052446,Emma Bull,1992,5
Q3052446,Emma Bull,1995,6
Q3052446,Emma Bull,1998,7
Q3052446,Emma Bull,2007,8
Q3052446,Emma Bull,2008,9
Q3052446,Emma Bull,2010,10
Q42754694,Emma Newman,2014,2
Q42754694,Emma Newman,2016,3
Q42754694,Emma Newman,2017,4
Q42754694,Emma Newman,2019,5
Q42754694,Emma Newman,2020,7
Q125565054,Emma Törzs,2024,1
Q713747,Emmanuel Carrère,1991,1
Q16910118,Eowyn Ivey,2013,1
Q1351152,Eric Brown,1997,1
Q329999,Eric Frank Russell,1956,2
Q3731488,Eric James Stone,2011,1
Q47117988,Eric Norden,1981,1
Q79796424,Eric Vinicoff,1985,1
Q79796424,Eric Vinicoff,1989,2
Q1354608,Erin Morgenstern,2020,1
Q3732112,Ernest Cline,2012,1
Q79445868,Ernest Hogan,1991,1
Q548201,Esther Friesner,1987,1
Q548201,Esther Friesner,1989,2
Q548201,Esther Friesner,1993,4
Q548201,Esther Friesner,1996,6
Q548201,Esther Friesner,1999,8
Q548201,Esther Friesner,2000,9
Q548201,Esther Friesner,2006,13
Q107365264,Eugen Bacon,2022,1
Q43570058,Eugene Fischer,2015,1
Q43570058,Eugene Fischer,2016,3
Q111647450,Eugenia Triantafyllou,2020,1
Q111647450,Eugenia Triantafyllou,2021,4
Q111647450,Eugenia Triantafyllou,2022,6
Q111647450,Eugenia Triantafyllou,2023,7
Q111647450,Eugenia Triantafyllou,2024,12
Q111647450,Eugenia Triantafyllou,2025,13
Q5408413,Eugie Foster,2010,1
Q273105,Evangeline Walton,1975,1
Q273105,Evangeline Walton,1984,2
Q110087123,Everina Maxwell,2022,1
Q4275735,F. Gwynplaine MacIntyre,1995,1
Q5423950,F. L. Wallace,1956,2
Q5423959,F. M. Busby,1975,1
Q5423959,F. M. Busby,1985,2
Q5423959,F. M. Busby,1987,3
Q584128,F. Paul Wilson,1982,1
Q584128,F. Paul Wilson,1986,2
Q584128,F. Paul Wilson,1987,3
Q584128,F. Paul Wilson,1989,4
Q584128,F. Paul Wilson,2013,5
Q131438530,Faren Miller,1992,1
Q131438544,Felicity Savage,1996,1
Q5442151,Felix C. Gotschalk,1986,1
Q3068157,Felix Gilman,2009,1
Q3068157,Felix Gilman,2010,2
Q3068157,Felix Gilman,2011,3
Q1987300,Fiona McIntosh,2014,1
Q1418536,Fiona Patton,1998,1
Q131438558,Flynn Connolly,1994,1
Q50379894,Fonda Lee,2017,1
Q50379894,Fonda Lee,2018,2
Q50379894,Fonda Lee,2020,5
Q50379894,Fonda Lee,2022,6
Q29797712,Foz Meadows,2017,1
Q29797712,Foz Meadows,2018,2
Q23663952,Fran Wilde,2015,1
Q23663952,Fran Wilde,2016,3
Q23663952,Fran Wilde,2017,8
Q23663952,Fran Wilde,2018,10
Q23663952,Fran Wilde,2019,12
Q23663952,Fran Wilde,2020,15
Q23663952,Fran Wilde,2021,16
Q23663952,Fran Wilde,2022,18
Q23663952,Fran Wilde,2024,20
Q454651,Frances Hardinge,2006,1
Q103939815,Frances Ogamba,2023,1
Q3749927,Francesco Dimitri,2019,1
Q131438559,Francine G. Woodbury,1997,1
Q5482492,Francis Spufford,2024,1
Q7934,Frank Herbert,1964,1
Q7934,Frank Herbert,1977,3
Q7934,Frank Herbert,1978,4
Q7934,Frank Herbert,1982,5
Q7934,Frank Herbert,1983,6
Q7934,Frank Herbert,1985,7
Q7934,Frank Herbert,1986,8
Q843541,Frank M. Robinson,1992,1
Q843541,Frank M. Robinson,2000,2
Q5493206,François Camoin,1981,1
Q131468052,Fred Bals,1989,1
Q5494816,Fred Chappell,2008,1
Q5494816,Fred Chappell,2013,2
Q5494816,Fred Chappell,2017,3
Q497454,Fred Saberhagen,1967,1
Q497454,Fred Saberhagen,1977,2
Q497454,Fred Saberhagen,1980,3
Q497454,Fred Saberhagen,1981,4
Q497454,Fred Saberhagen,1983,5
Q497454,Fred Saberhagen,1985,6
Q5497127,Frederic S. Durbin,2008,1
Q312641,Frederik Pohl,1972,1
Q312641,Frederik Pohl,1973,5
Q312641,Frederik Pohl,1974,6
Q312641,Frederik Pohl,1975,10
Q312641,Frederik Pohl,1976,11
Q312641,Frederik Pohl,1977,13
Q312641,Frederik Pohl,1979,16
Q312641,Frederik Pohl,1980,21
Q312641,Frederik Pohl,1981,23
Q312641,Frederik Pohl,1982,24
Q312641,Frederik Pohl,1983,26
Q312641,Frederik Pohl,1984,32
Q312641,Frederik Pohl,1985,38
Q312641,Frederik Pohl,1986,40
Q312641,Frederik Pohl,1987,41
Q312641,Frederik Pohl,1988,44
Q312641,Frederik Pohl,1989,45
Q312641,Frederik Pohl,1990,46
Q312641,Frederik Pohl,1991,47
Q312641,Frederik Pohl,1992,48
Q312641,Frederik Pohl,1993,50
Q312641,Frederik Pohl,1995,51
Q312641,Frederik Pohl,1997,52
Q312641,Frederik Pohl,2000,54
Q312641,Frederik Pohl,2012,55
Q98077009,Freya Marske,2022,1
Q98077009,Freya Marske,2024,2
Q313185,Fritz Leiber,1959,2
Q313185,Fritz Leiber,1962,3
Q313185,Fritz Leiber,1963,4
Q313185,Fritz Leiber,1966,5
Q313185,Fritz Leiber,1970,6
Q313185,Fritz Leiber,1971,8
Q313185,Fritz Leiber,1975,12
Q313185,Fritz Leiber,1976,13
Q313185,Fritz Leiber,1977,15
Q313185,Fritz Leiber,1978,17
Q313185,Fritz Leiber,1979,18
Q313185,Fritz Leiber,1980,19
Q313185,Fritz Leiber,1982,20
Q313185,Fritz Leiber,1983,21
Q313185,Fritz Leiber,1984,22
Q313185,Fritz Leiber,1998,23
Q1006918,G. C. Edmondson,1965,1
Q5512195,G. David Nordley,1993,1
Q5512195,G. David Nordley,1994,4
Q5512195,G. David Nordley,1995,5
Q5512195,G. David Nordley,1996,6
Q5512195,G. David Nordley,1997,8
Q5512195,G. David Nordley,1998,10
Q5512195,G. David Nordley,1999,11
Q5512195,G. David Nordley,2001,12
Q118163777,G. V. Anderson,2019,3
Q118163777,G. V. Anderson,2020,4
Q118163777,G. V. Anderson,2021,5
Q118163777,G. V. Anderson,2022,6
Q5512567,G. Willow Wilson,2013,1
Q5512567,G. Willow Wilson,2020,2
Q110693437,Gabino Iglesias,2019,1
Q110693437,Gabino Iglesias,2023,2
Q110693437,Gabino Iglesias,2024,3
Q131502443,Gabrielle Emem Harry,2024,1
Q5516515,Gael Baudino,1991,1
Q3333439,Gail Carriger,2010,1
Q3333439,Gail Carriger,2011,2
Q3333439,Gail Carriger,2012,3
Q3333439,Gail Carriger,2017,5
Q131438560,Gail van Asten,1989,1
Q720562,Gardner Dozois,1971,1
Q720562,Gardner Dozois,1972,5
Q720562,Gardner Dozois,1973,8
Q720562,Gardner Dozois,1974,11
Q720562,Gardner Dozois,1975,13
Q720562,Gardner Dozois,1978,14
Q720562,Gardner Dozois,1979,15
Q720562,Gardner Dozois,1981,16
Q720562,Gardner Dozois,1982,18
Q720562,Gardner Dozois,1984,20
Q720562,Gardner Dozois,1985,23
Q720562,Gardner Dozois,1986,24
Q720562,Gardner Dozois,1990,25
Q720562,Gardner Dozois,1991,26
Q720562,Gardner Dozois,1996,27
Q720562,Gardner Dozois,1997,28
Q720562,Gardner Dozois,1999,29
Q720562,Gardner Dozois,2000,31
Q720562,Gardner Dozois,2003,32
Q720562,Gardner Dozois,2004,33
Q720562,Gardner Dozois,2005,34
Q720562,Gardner Dozois,2007,35
Q720562,Gardner Dozois,2021,36
Q5522892,Gareth L. Powell,2019,2
Q5522892,Gareth L. Powell,2020,3
Q5522892,Gareth L. Powell,2023,5
Q5522892,Gareth L. Powell,2024,6
Q20871976,Garfield Reeves-Stevens,1991,1
Q3098488,Garry Kilworth,1983,1
Q3098488,Garry Kilworth,1992,2
Q536913,Garth Nix,2002,1
Q536913,Garth Nix,2008,2
Q536913,Garth Nix,2009,3
Q536913,Garth Nix,2011,5
Q536913,Garth Nix,2014,6
Q536913,Garth Nix,2015,8
Q536913,Garth Nix,2018,9
Q536913,Garth Nix,2019,10
Q536913,Garth Nix,2021,11
Q301372,Gary Jennings,1963,1
Q301372,Gary Jennings,1980,2
Q5526151,Gary Whitta,2016,1
Q105627960,Gautam Bhatia,2021,1
Q105627960,Gautam Bhatia,2022,2
Q5529502,Geary Gravel,1985,1
Q5530712,Gemma Files,2010,1
Q5530712,Gemma Files,2011,2
Q5530712,Gemma Files,2015,3
Q5530712,Gemma Files,2016,4
Q5530712,Gemma Files,2017,5
Q5531372,Gene O'Neill,2011,1
Q361149,Gene Wolfe,1973,4
Q361149,Gene Wolfe,1974,5
Q361149,Gene Wolfe,1975,6
Q361149,Gene Wolfe,1976,8
Q361149,Gene Wolfe,1977,9
Q361149,Gene Wolfe,1978,10
Q361149,Gene Wolfe,1979,13
Q361149,Gene Wolfe,1980,16
Q361149,Gene Wolfe,1981,19
Q361149,Gene Wolfe,1982,24
Q361149,Gene Wolfe,1983,28
Q361149,Gene Wolfe,1984,30
Q361149,Gene Wolfe,1985,34
Q361149,Gene Wolfe,1986,35
Q361149,Gene Wolfe,1987,36
Q361149,Gene Wolfe,1988,39
Q361149,Gene Wolfe,1989,40
Q361149,Gene Wolfe,1990,41
Q361149,Gene Wolfe,1991,43
Q361149,Gene Wolfe,1993,44
Q361149,Gene Wolfe,1994,46
Q361149,Gene Wolfe,1995,48
Q361149,Gene Wolfe,1996,49
Q361149,Gene Wolfe,1997,53
Q361149,Gene Wolfe,1998,56
Q361149,Gene Wolfe,1999,57
Q361149,Gene Wolfe,2000,58
Q361149,Gene Wolfe,2001,59
Q361149,Gene Wolfe,2002,63
Q361149,Gene Wolfe,2003,66
Q361149,Gene Wolfe,2004,69
Q361149,Gene Wolfe,2005,75
Q361149,Gene Wolfe,2006,76
Q361149,Gene Wolfe,2007,79
Q361149,Gene Wolfe,2008,85
Q361149,Gene Wolfe,2009,86
Q361149,Gene Wolfe,2010,87
Q361149,Gene Wolfe,2011,88
Q361149,Gene Wolfe,2012,89
Q361149,Gene Wolfe,2014,91
Q361149,Gene Wolfe,2016,92
Q361149,Gene Wolfe,2021,93
Q111153534,Genevieve Linebarger,1976,1
Q16221657,Genevieve Valentine,2011,1
Q16221657,Genevieve Valentine,2012,3
Q16221657,Genevieve Valentine,2013,4
Q16221657,Genevieve Valentine,2015,8
Q16221657,Genevieve Valentine,2016,9
Q16221657,Genevieve Valentine,2017,12
Q741508,Gentry Lee,1990,1
Q741508,Gentry Lee,1992,2
Q741508,Gentry Lee,1995,3
Q940958,Geoff Ryman,1985,2
Q940958,Geoff Ryman,1986,4
Q940958,Geoff Ryman,1987,6
Q940958,Geoff Ryman,1988,7
Q940958,Geoff Ryman,1989,8
Q940958,Geoff Ryman,1990,9
Q940958,Geoff Ryman,1993,10
Q940958,Geoff Ryman,1994,11
Q940958,Geoff Ryman,1995,13
Q940958,Geoff Ryman,1996,14
Q940958,Geoff Ryman,2000,16
Q940958,Geoff Ryman,2002,18
Q940958,Geoff Ryman,2003,20
Q940958,Geoff Ryman,2004,21
Q940958,Geoff Ryman,2005,23
Q940958,Geoff Ryman,2006,24
Q940958,Geoff Ryman,2007,27
Q940958,Geoff Ryman,2009,29
Q940958,Geoff Ryman,2010,30
Q940958,Geoff Ryman,2012,32
Q940958,Geoff Ryman,2014,33
Q940958,Geoff Ryman,2016,34
Q940958,Geoff Ryman,2017,35
Q940958,Geoff Ryman,2023,36
Q940958,Geoff Ryman,2024,38
Q918443,Geoffrey A. Landis,1985,1
Q918443,Geoffrey A. Landis,1989,3
Q918443,Geoffrey A. Landis,1991,4
Q918443,Geoffrey A. Landis,1992,5
Q918443,Geoffrey A. Landis,1994,6
Q918443,Geoffrey A. Landis,1995,8
Q918443,Geoffrey A. Landis,1998,13
Q918443,Geoffrey A. Landis,1999,14
Q918443,Geoffrey A. Landis,2000,15
Q918443,Geoffrey A. Landis,2001,17
Q918443,Geoffrey A. Landis,2003,19
Q918443,Geoffrey A. Landis,2010,20
Q918443,Geoffrey A. Landis,2011,24
Q918443,Geoffrey A. Landis,2015,26
Q550614,George Alec Effinger,1972,3
Q550614,George Alec Effinger,1973,4
Q550614,George Alec Effinger,1974,6
Q550614,George Alec Effinger,1984,8
Q550614,George Alec Effinger,1985,10
Q550614,George Alec Effinger,1986,11
Q550614,George Alec Effinger,1987,12
Q550614,George Alec Effinger,1988,15
Q550614,George Alec Effinger,1989,18
Q550614,George Alec Effinger,1990,23
Q2998315,George C. Chesbro,1983,1
Q5539977,George Guthridge,1981,1
Q5539977,George Guthridge,1982,3
Q181677,George R. R. Martin,1973,2
Q181677,George R. R. Martin,1974,5
Q181677,George R. R. Martin,1975,8
Q181677,George R. R. Martin,1976,12
Q181677,George R. R. Martin,1977,15
Q181677,George R. R. Martin,1978,19
Q181677,George R. R. Martin,1979,20
Q181677,George R. R. Martin,1981,23
Q181677,George R. R. Martin,1982,28
Q181677,George R. R. Martin,1983,33
Q181677,George R. R. Martin,1984,35
Q181677,George R. R. Martin,1986,40
Q181677,George R. R. Martin,1987,41
Q181677,George R. R. Martin,1988,42
Q181677,George R. R. Martin,1989,43
Q181677,George R. R. Martin,1996,44
Q181677,George R. R. Martin,1997,47
Q181677,George R. R. Martin,1999,49
Q181677,George R. R. Martin,2001,52
Q181677,George R. R. Martin,2004,53
Q181677,George R. R. Martin,2005,54
Q181677,George R. R. Martin,2006,56
Q181677,George R. R. Martin,2011,57
Q181677,George R. R. Martin,2012,59
Q181677,George R. R. Martin,2014,60
Q1251926,George Saunders,2018,1
Q1363986,George Turner,1988,1
Q1363986,George Turner,1992,2
Q1363986,George Turner,1994,3
Q1363986,George Turner,1995,4
Q3102027,George Zebrowski,1984,1
Q3102027,George Zebrowski,1985,2
Q3102027,George Zebrowski,1987,3
Q3102027,George Zebrowski,1996,4
Q131460605,Gerald Pearce,1985,1
Q5549653,Gerald W. Page,1982,1
Q539221,Gillian Bradshaw,1981,1
Q539221,Gillian Bradshaw,1982,2
Q539221,Gillian Bradshaw,1983,3
Q922071,Glen Cook,1981,2
Q922071,Glen Cook,1983,3
Q5567808,Glen Hirshberg,2017,1
Q62625134,Glenn Harcourt,1985,1
Q79622321,Gloria Rand Dank,1984,1
Q104775285,Gord Sellar,2013,1
Q104775285,Gord Sellar,2017,2
Q108544397,Gordon B. White,2022,1
Q376071,Gordon Dahlquist,2007,1
Q3110895,Gordon Eklund,1970,1
Q3110895,Gordon Eklund,1971,2
Q3110895,Gordon Eklund,1973,3
Q3110895,Gordon Eklund,1975,4
Q3110895,Gordon Eklund,1976,5
Q3110895,Gordon Eklund,1977,6
Q3110895,Gordon Eklund,1978,7
Q3110895,Gordon Eklund,1984,8
Q446941,Gordon R. Dickson,1960,1
Q446941,Gordon R. Dickson,1967,2
Q446941,Gordon R. Dickson,1971,4
Q446941,Gordon R. Dickson,1973,6
Q446941,Gordon R. Dickson,1974,8
Q446941,Gordon R. Dickson,1975,10
Q446941,Gordon R. Dickson,1976,11
Q446941,Gordon R. Dickson,1977,12
Q446941,Gordon R. Dickson,1978,14
Q446941,Gordon R. Dickson,1979,15
Q446941,Gordon R. Dickson,1980,16
Q446941,Gordon R. Dickson,1981,19
Q446941,Gordon R. Dickson,1985,20
Q446941,Gordon R. Dickson,1987,21
Q446941,Gordon R. Dickson,1988,22
Q167821,Gore Vidal,1978,1
Q167821,Gore Vidal,1979,2
Q24231989,Grady Hendrix,2019,1
Q24231989,Grady Hendrix,2021,3
Q24231989,Grady Hendrix,2022,4
Q24231989,Grady Hendrix,2023,5
Q24231989,Grady Hendrix,2024,6
Q721345,Graham Joyce,1997,1
Q721345,Graham Joyce,1999,2
Q721345,Graham Joyce,2000,3
Q721345,Graham Joyce,2001,4
Q721345,Graham Joyce,2002,5
Q721345,Graham Joyce,2003,7
Q721345,Graham Joyce,2006,8
Q721345,Graham Joyce,2009,9
Q721345,Graham Joyce,2013,10
Q721345,Graham Joyce,2014,11
Q5595763,Grania Davis,1984,1
Q5595763,Grania Davis,1998,2
Q5595763,Grania Davis,1999,3
Q5596135,Grant Callin,1986,1
Q131198972,Gray Rinehart,2015,1
Q5605132,Greer Gilman,1991,1
Q5605132,Greer Gilman,1992,2
Q5605132,Greer Gilman,2004,3
Q5605132,Greer Gilman,2010,4
Q317491,Greg Bear,1976,1
Q317491,Greg Bear,1982,2
Q317491,Greg Bear,1983,3
Q317491,Greg Bear,1984,6
Q317491,Greg Bear,1985,8
Q317491,Greg Bear,1986,12
Q317491,Greg Bear,1987,15
Q317491,Greg Bear,1988,17
Q317491,Greg Bear,1989,19
Q317491,Greg Bear,1990,22
Q317491,Greg Bear,1991,25
Q317491,Greg Bear,1993,26
Q317491,Greg Bear,1994,28
Q317491,Greg Bear,1996,30
Q317491,Greg Bear,1998,31
Q317491,Greg Bear,2000,34
Q317491,Greg Bear,2003,35
Q317491,Greg Bear,2004,36
Q317491,Greg Bear,2005,37
Q317491,Greg Bear,2009,38
Q317491,Greg Bear,2011,39
Q317491,Greg Bear,2015,40
Q317491,Greg Bear,2016,41
Q317491,Greg Bear,2017,42
Q5605284,Greg Bennett,1994,1
Q5605284,Greg Bennett,1995,2
Q2699601,Greg Costikyan,1992,1
Q316785,Greg Egan,1991,4
Q316785,Greg Egan,1992,6
Q316785,Greg Egan,1993,9
Q316785,Greg Egan,1994,13
Q316785,Greg Egan,1995,18
Q316785,Greg Egan,1996,24
Q316785,Greg Egan,1997,25
Q316785,Greg Egan,1998,28
Q316785,Greg Egan,1999,30
Q316785,Greg Egan,2000,32
Q316785,Greg Egan,2001,34
Q316785,Greg Egan,2003,37
Q316785,Greg Egan,2007,38
Q316785,Greg Egan,2008,42
Q316785,Greg Egan,2009,45
Q316785,Greg Egan,2010,46
Q316785,Greg Egan,2011,47
Q316785,Greg Egan,2012,48
Q316785,Greg Egan,2013,49
Q316785,Greg Egan,2014,51
Q316785,Greg Egan,2015,53
Q316785,Greg Egan,2016,55
Q316785,Greg Egan,2018,58
Q316785,Greg Egan,2019,59
Q316785,Greg Egan,2020,60
Q316785,Greg Egan,2021,61
Q316785,Greg Egan,2022,63
Q316785,Greg Egan,2023,64
Q316785,Greg Egan,2024,65
Q25039657,Greg Lamberson,2011,1
Q5606467,Greg van Eekhout,2008,1
Q5606467,Greg van Eekhout,2010,2
Q5606467,Greg van Eekhout,2015,3
Q5606467,Greg van Eekhout,2016,4
Q358312,Gregory Benford,1969,1
Q358312,Gregory Benford,1970,2
Q358312,Gregory Benford,1973,3
Q358312,Gregory Benford,1975,6
Q358312,Gregory Benford,1976,10
Q358312,Gregory Benford,1977,12
Q358312,Gregory Benford,1978,16
Q358312,Gregory Benford,1979,20
Q358312,Gregory Benford,1980,21
Q358312,Gregory Benford,1981,23
Q358312,Gregory Benford,1982,25
Q358312,Gregory Benford,1983,27
Q358312,Gregory Benford,1984,28
Q358312,Gregory Benford,1985,29
Q358312,Gregory Benford,1986,33
Q358312,Gregory Benford,1987,37
Q358312,Gregory Benford,1988,40
Q358312,Gregory Benford,1989,41
Q358312,Gregory Benford,1990,44
Q358312,Gregory Benford,1992,46
Q358312,Gregory Benford,1995,49
Q358312,Gregory Benford,1996,52
Q358312,Gregory Benford,1997,54
Q358312,Gregory Benford,1998,56
Q358312,Gregory Benford,1999,58
Q358312,Gregory Benford,2000,60
Q358312,Gregory Benford,2001,61
Q358312,Gregory Benford,2002,62
Q358312,Gregory Benford,2003,63
Q358312,Gregory Benford,2004,64
Q358312,Gregory Benford,2007,65
Q358312,Gregory Benford,2013,66
Q358312,Gregory Benford,2015,67
Q358312,Gregory Benford,2018,68
Q55807569,Gregory Feeley,1998,1
Q55807569,Gregory Feeley,2005,4
Q55807569,Gregory Feeley,2024,6
Q3116368,Gregory Frost,1984,1
Q3116368,Gregory Frost,2002,3
Q3116368,Gregory Frost,2003,6
Q3116368,Gregory Frost,2006,7
Q3116368,Gregory Frost,2008,9
Q3116368,Gregory Frost,2009,11
Q3116368,Gregory Frost,2014,12
Q1544958,Gregory Keyes,1997,1
Q1544958,Gregory Keyes,1998,2
Q1544958,Gregory Keyes,1999,3
Q1544958,Gregory Keyes,2000,4
Q1544958,Gregory Keyes,2001,5
Q1544958,Gregory Keyes,2002,6
Q1544958,Gregory Keyes,2004,7
Q1544958,Gregory Keyes,2005,8
Q1544958,Gregory Keyes,2007,9
Q736137,Gregory Maguire,2002,1
Q17180531,Gregory Norman Bossert,2021,1
Q100456565,Grégoire Courtois,2020,1
Q66361180,Gu Shi,2024,1
Q118185645,Gus Moreno,2022,1
Q95099,Guy Gavriel Kay,1986,2
Q95099,Guy Gavriel Kay,1987,3
Q95099,Guy Gavriel Kay,1991,4
Q95099,Guy Gavriel Kay,1993,5
Q95099,Guy Gavriel Kay,1996,6
Q95099,Guy Gavriel Kay,1999,7
Q95099,Guy Gavriel Kay,2001,8
Q95099,Guy Gavriel Kay,2005,9
Q95099,Guy Gavriel Kay,2008,10
Q95099,Guy Gavriel Kay,2011,11
Q95099,Guy Gavriel Kay,2014,12
Q95099,Guy Gavriel Kay,2017,13
Q95099,Guy Gavriel Kay,2020,14
Q62731792,Gwenda Bond,2013,1
Q84479836,Gwendolyn Kiste,2022,1
Q84479836,Gwendolyn Kiste,2024,2
Q288721,Gwyneth Jones,1985,1
Q288721,Gwyneth Jones,2001,2
Q288721,Gwyneth Jones,2002,4
Q288721,Gwyneth Jones,2003,6
Q288721,Gwyneth Jones,2004,8
Q288721,Gwyneth Jones,2005,9
Q288721,Gwyneth Jones,2012,11
Q288721,Gwyneth Jones,2013,12
Q288721,Gwyneth Jones,2018,13
Q1364100,H. Beam Piper,1963,1
Q131438561,H. E. Edgmon,2022,1
Q23682453,H. F. Saint,1988,1
Q116949358,Hailey Piper,2023,1
Q453329,Hal Clement,1971,2
Q453329,Hal Clement,1988,3
Q453329,Hal Clement,1999,4
Q1367996,Hal Duncan,2006,1
Q1367996,Hal Duncan,2008,2
Q5646682,Han Song,2024,1
Q125803198,Hannah Kaner,2024,1
Q131502445,Hannah Yang,2023,2
Q524579,Hannu Rajaniemi,2011,2
Q524579,Hannu Rajaniemi,2012,3
Q524579,Hannu Rajaniemi,2013,5
Q524579,Hannu Rajaniemi,2015,7
Q524579,Hannu Rajaniemi,2019,9
Q26470186,Hao Jingfang,2016,2
Q26470186,Hao Jingfang,2021,4
Q311253,Harlan Ellison,1967,2
Q311253,Harlan Ellison,1968,3
Q311253,Harlan Ellison,1970,5
Q311253,Harlan Ellison,1971,10
Q311253,Harlan Ellison,1972,13
Q311253,Harlan Ellison,1973,16
Q311253,Harlan Ellison,1975,19
Q311253,Harlan Ellison,1976,21
Q311253,Harlan Ellison,1977,23
Q311253,Harlan Ellison,1979,24
Q311253,Harlan Ellison,1980,25
Q311253,Harlan Ellison,1981,27
Q311253,Harlan Ellison,1982,28
Q311253,Harlan Ellison,1985,29
Q311253,Harlan Ellison,1989,30
Q311253,Harlan Ellison,1994,33
Q311253,Harlan Ellison,1995,34
Q311253,Harlan Ellison,2002,35
Q489193,Harry Harrison,1961,1
Q489193,Harry Harrison,1962,2
Q489193,Harry Harrison,1973,3
Q489193,Harry Harrison,1976,4
Q489193,Harry Harrison,1985,5
Q455780,Harry Turtledove,1986,3
Q455780,Harry Turtledove,1987,5
Q455780,Harry Turtledove,1988,6
Q455780,Harry Turtledove,1989,8
Q455780,Harry Turtledove,1991,9
Q455780,Harry Turtledove,1994,10
Q455780,Harry Turtledove,1995,11
Q455780,Harry Turtledove,1996,15
Q455780,Harry Turtledove,1998,16
Q455780,Harry Turtledove,2000,19
Q455780,Harry Turtledove,2003,20
Q455780,Harry Turtledove,2004,21
Q455780,Harry Turtledove,2006,22
Q66371340,Hayden Howard,1966,1
Q66371340,Hayden Howard,1967,3
Q5686730,Hayford Peirce,1988,1
Q9387084,He Xi,2024,1
Q5693839,Heather Gladney,1988,1
Q120613694,Heather M. Fawcett,2024,1
Q131438610,Heidi Heilig,2017,1
Q65963123,Helen Collins,1994,1
Q18921880,Helen Macdonald,2024,1
Q55753397,Helen Marshall,2020,2
Q460857,Helen Oyeyemi,2011,1
Q460857,Helen Oyeyemi,2012,2
Q460857,Helen Oyeyemi,2020,3
Q460857,Helen Oyeyemi,2022,4
Q18608450,Helene Wecker,2013,2
Q18608450,Helene Wecker,2014,3
Q18608450,Helene Wecker,2022,4
Q551710,Henry Kuttner,1956,1
Q3785610,Hilbert Schenck,1979,2
Q3785610,Hilbert Schenck,1980,6
Q3785610,Hilbert Schenck,1981,7
Q3785610,Hilbert Schenck,1982,9
Q3785610,Hilbert Schenck,1983,12
Q3785610,Hilbert Schenck,1984,16
Q3785610,Hilbert Schenck,1985,19
Q3785610,Hilbert Schenck,1989,20
Q16265091,Hiroko Oyamada,2021,1
Q266173,Holly Black,2005,1
Q266173,Holly Black,2010,3
Q266173,Holly Black,2011,4
Q266173,Holly Black,2015,5
Q273843,Holly Lisle,1993,1
Q273843,Holly Lisle,1994,2
Q26899276,Holly Phillips,2007,1
Q26899276,Holly Phillips,2008,2
Q26899276,Holly Phillips,2009,3
Q112965785,Howard Andrew Jones,2012,1
Q3141600,Howard V. Hendrix,1998,1
Q787382,Howard Waldrop,1976,2
Q787382,Howard Waldrop,1977,5
Q787382,Howard Waldrop,1981,8
Q787382,Howard Waldrop,1982,9
Q787382,Howard Waldrop,1983,12
Q787382,Howard Waldrop,1984,13
Q787382,Howard Waldrop,1985,18
Q787382,Howard Waldrop,1986,22
Q787382,Howard Waldrop,1987,24
Q787382,Howard Waldrop,1988,28
Q787382,Howard Waldrop,1989,33
Q787382,Howard Waldrop,1990,34
Q787382,Howard Waldrop,1992,36
Q787382,Howard Waldrop,1993,37
Q787382,Howard Waldrop,1995,38
Q787382,Howard Waldrop,1996,39
Q787382,Howard Waldrop,1998,42
Q787382,Howard Waldrop,1999,44
Q787382,Howard Waldrop,2000,45
Q787382,Howard Waldrop,2001,47
Q787382,Howard Waldrop,2002,49
Q787382,Howard Waldrop,2004,51
Q787382,Howard Waldrop,2005,52
Q787382,Howard Waldrop,2006,54
Q787382,Howard Waldrop,2014,55
Q312579,Iain Banks,1989,1
Q312579,Iain Banks,1990,2
Q312579,Iain Banks,1994,3
