author_qid,pubDate,goodreads_id,title,authorLabel,work_qid,year,n_nom,n_win,awards_as_of_year,age,birth_country,gender
Q316610,1981-03-01T00:00:00Z,,Dream Park,Larry Niven,Q5306426,1982,1,0,32,44.0,United States,male
Q316610,1981-08-01T00:00:00Z,910180.0,Oath of Fealty,Larry Niven,Q7074477,1982,1,0,32,44.0,United States,male
Q316610,1982-09-01T00:00:00Z,,The Descent of Anansi,Larry Niven,Q7729791,1983,1,0,34,45.0,United States,male
Q316610,1984-03-01T00:00:00Z,,The Integral Trees,Larry Niven,Q3521397,1985,2,1,37,47.0,United States,male
Q316610,1985-05-12T00:00:00Z,1913289.0,Footfall,Larry Niven,Q2652159,1986,2,0,38,48.0,United States,male
Q316610,1987-05-01T00:00:00Z,964795.0,The Legacy of Heorot,Larry Niven,Q589959,1988,1,0,40,50.0,United States,male
Q316610,1987-05-01T00:00:00Z,,The Smoke Ring,Larry Niven,Q7764931,1988,1,0,40,50.0,United States,male
Q316610,1993-02-01T00:00:00Z,,The Gripping Hand,Larry Niven,Q7738320,1994,1,0,43,56.0,United States,male
Q316610,1996-06-01T00:00:00Z,,The Ringworld Throne,Larry Niven,Q2295267,1997,1,0,44,59.0,United States,male
Q316610,1998-05-15T00:00:00Z,2485945.0,Destiny's Road,Larry Niven,Q5265228,1998,1,0,45,60.0,United States,male
Q316610,2012-08-01T00:00:00Z,,Fate of Worlds,Larry Niven,Q20926301,2013,1,0,47,75.0,United States,male
Q316610,2012-10-01T00:00:00Z,,Bowl of Heaven,Larry Niven,Q131382212,2013,1,0,47,75.0,United States,male
Q316610,2014-04-01T00:00:00Z,,Shipstar,Larry Niven,Q131382287,2015,1,0,49,77.0,United States,male
Q316785,1994-04-01T00:00:00Z,,Permutation City,Greg Egan,Q2364488,1995,1,1,13,34.0,Australia,male
Q316785,1994-04-01T00:00:00Z,,Permutation City,Greg Egan,Q2364488,1995,1,1,13,34.0,Australia,male
Q316785,1995-12-01T00:00:00Z,,Distress,Greg Egan,Q3205332,1997,1,0,24,36.0,Australia,male
Q316785,1995-12-01T00:00:00Z,,Distress,Greg Egan,Q3205332,1997,1,0,24,36.0,Australia,male
Q316785,1997-09-01T00:00:00Z,,Diaspora,Greg Egan,Q3565822,1998,1,0,25,37.0,Australia,male
Q316785,1999-08-01T00:00:00Z,,Teranesia,Greg Egan,Q7701574,2000,1,0,30,39.0,Australia,male
Q316785,2002-02-01T00:00:00Z,,Schild's Ladder,Greg Egan,Q137536,2003,1,0,34,42.0,Australia,male
Q316785,2008-01-01T00:00:00Z,,Distress,Greg Egan,Q3205332,1997,1,0,24,36.0,Australia,male
Q316785,2008-01-01T00:00:00Z,,Distress,Greg Egan,Q3205332,1997,1,0,24,36.0,Australia,male
Q316785,2008-01-01T00:00:00Z,,Permutation City,Greg Egan,Q2364488,1995,1,1,13,34.0,Australia,male
Q316785,2008-01-01T00:00:00Z,,Permutation City,Greg Egan,Q2364488,1995,1,1,13,34.0,Australia,male
Q316785,2008-05-15T00:00:00Z,,Incandescence,Greg Egan,Q6014063,2009,1,0,42,48.0,Australia,male
Q316785,2010-03-01T00:00:00Z,,Zendegi,Greg Egan,Q8069036,2011,1,0,46,50.0,Australia,male
Q316785,2011-07-01T00:00:00Z,,The Clockwork Rocket,Greg Egan,Q44391460,2012,1,0,47,51.0,Australia,male
Q316785,2012-09-04T00:00:00Z,,The Eternal Flame,Greg Egan,Q44391610,2013,1,0,48,52.0,Australia,male
Q316785,2013-11-01T00:00:00Z,,The Arrows of Time,Greg Egan,Q44391758,2014,1,0,49,53.0,Australia,male
Q316785,2019-04-16T00:00:00Z,,Perihelion Summer,Greg Egan,Q130284308,2020,1,0,59,59.0,Australia,male
Q316785,2021-01-01T00:00:00Z,,The Book of All Skies,Greg Egan,Q131382891,2022,1,0,61,61.0,Australia,male
Q316785,2023-01-01T00:00:00Z,,Scale,Greg Egan,Q131382913,2024,1,0,64,63.0,Australia,male
Q316788,1983-01-12T00:00:00Z,332459.0,Wall Around a Star,Jack Williamson,Q7962593,1984,1,0,0,76.0,United States,male
Q316788,1997-03-01T00:00:00Z,,The Black Sun,Jack Williamson,Q131376795,1998,1,0,1,90.0,United States,male
Q316788,2001-06-01T00:00:00Z,,Terraforming Earth,Jack Williamson,Q27976126,2002,1,1,3,94.0,United States,male
Q317491,1985-04-01T00:00:00Z,2563510.0,Blood Music,Greg Bear,Q1059371,1986,4,0,8,35.0,United States,male
Q317491,1985-08-01T00:00:00Z,4273.0,Eon,Greg Bear,Q1055813,1986,1,0,8,35.0,United States,male
Q317491,1987-09-01T00:00:00Z,2235106.0,The Forge of God,Greg Bear,Q7734817,1988,3,0,15,37.0,United States,male
Q317491,1988-10-01T00:00:00Z,1933075.0,Eternity,Greg Bear,Q2252121,1989,1,0,17,38.0,United States,male
Q317491,1990-07-01T00:00:00Z,,Queen of Angels,Greg Bear,Q3212201,1991,3,0,22,40.0,United States,male
Q317491,1992-02-01T00:00:00Z,,Anvil of Stars,Greg Bear,Q4777990,1993,1,0,25,42.0,United States,male
Q317491,1993-11-01T00:00:00Z,,Moving Mars,Greg Bear,Q3203183,1994,3,1,26,43.0,United States,male
Q317491,1995-06-01T00:00:00Z,,Legacy,Greg Bear,Q13581036,1996,1,0,28,45.0,United States,male
Q317491,1997-06-01T00:00:00Z,,/,Greg Bear,Q5670736,1998,2,0,30,47.0,United States,male
Q317491,1999-08-31T00:00:00Z,,Darwin's Radio,Greg Bear,Q2246747,2000,3,1,31,49.0,United States,male
Q317491,2002-01-02T00:00:00Z,,Vitals,Greg Bear,Q7936915,2003,2,0,34,52.0,United States,male
Q317491,2003-03-04T00:00:00Z,,Darwin's Children,Greg Bear,Q3790816,2004,2,0,35,53.0,United States,male
Q317491,2008-07-01T00:00:00Z,,City at the End of Time,Greg Bear,Q5123535,2009,2,0,37,58.0,United States,male
Q317491,2010-11-22T00:00:00Z,12255540.0,Hull Zero Three,Greg Bear,Q5936015,2011,2,0,38,60.0,United States,male
Q317491,2014-10-14T00:00:00Z,,War Dogs,Greg Bear,Q41663473,2015,1,0,39,64.0,United States,male
Q317491,2016-12-20T00:00:00Z,,Take Back the Sky,Greg Bear,Q131382376,2017,1,0,41,66.0,United States,male
Q319196,2000-03-01T00:00:00Z,3221410.0,Perdido Street Station,China Miéville,Q1143215,2002,3,0,4,30.0,United Kingdom,male
Q319196,2002-04-01T00:00:00Z,731674.0,The Scar,China Miéville,Q602216,2003,2,0,7,31.0,United Kingdom,male
Q319196,2004-07-01T00:00:00Z,,Iron Council,China Miéville,Q1748402,2005,2,0,9,33.0,United Kingdom,male
Q319196,2009-05-15T00:00:00Z,4767909.0,The City & the City,China Miéville,Q3520291,2010,2,2,12,38.0,United Kingdom,male
Q319196,2011-04-28T00:00:00Z,14146240.0,Embassytown,China Miéville,Q3052025,2012,3,1,14,40.0,United Kingdom,male
Q3193467,2001-11-01T00:00:00Z,,Ventus,Karl Schroeder,Q7920454,2001,1,0,0,39.0,Canada,male
Q3193467,2002-05-01T00:00:00Z,,Permanence,Karl Schroeder,Q3375455,2003,1,0,1,41.0,Canada,male
Q3193467,2005-07-01T00:00:00Z,,Lady of Mazes,Karl Schroeder,Q131381611,2006,1,0,2,44.0,Canada,male
Q3193467,2006-10-01T00:00:00Z,75218.0,Sun of Suns,Karl Schroeder,Q13512152,2007,2,0,3,45.0,Canada,male
Q3193467,2007-08-01T00:00:00Z,,Queen of Candesce,Karl Schroeder,Q131381668,2008,1,0,4,46.0,Canada,male
Q3193467,2008-08-01T00:00:00Z,,Pirate Sun,Karl Schroeder,Q131382098,2009,1,0,5,47.0,Canada,male
Q3193467,2009-08-01T00:00:00Z,,The Sunless Countries,Karl Schroeder,Q131382115,2010,1,0,6,48.0,Canada,male
Q3193467,2012-02-01T00:00:00Z,,Ashes of Candesce,Karl Schroeder,Q131382196,2013,1,0,8,51.0,Canada,male
Q3193467,2019-06-18T00:00:00Z,,Stealing Worlds,Karl Schroeder,Q131382813,2020,1,0,10,58.0,Canada,male
Q3194058,1997-12-01T00:00:00Z,,Mississippi Blues,Kathleen Ann Goonan,Q131376812,1998,1,0,1,46.0,United States,female
Q3194058,2000-02-08T00:00:00Z,,Crescent City Rhapsody,Kathleen Ann Goonan,Q122452545,2000,2,0,3,48.0,United States,female
Q3194058,2002-06-07T00:00:00Z,,Light Music,Kathleen Ann Goonan,Q45321300,2003,2,0,5,51.0,United States,female
Q3194058,2007-05-15T00:00:00Z,,In War Times,Kathleen Ann Goonan,Q20179997,2008,0,1,8,56.0,United States,female
Q3194058,2011-07-01T00:00:00Z,,This Shared Dream,Kathleen Ann Goonan,Q131382170,2012,2,0,11,60.0,United States,female
Q3195779,1979-12-01T00:00:00Z,,Mayflies,"Kevin O'Donnell, Jr.",Q96392366,1980,1,0,0,30.0,United States,male
Q321185,2005-04-01T00:00:00Z,,Devices and Desires,Tom Holt,Q111992632,2008,1,0,2,47.0,United Kingdom,male
Q321185,2006-12-01T00:00:00Z,,Evil for Evil,Tom Holt,Q120733979,2008,1,0,2,47.0,United Kingdom,male
Q321185,2007-12-14T00:00:00Z,,The Escapement,Tom Holt,Q120733980,2008,1,0,2,47.0,United Kingdom,male
Q321185,2008-10-02T00:00:00Z,,The Company,Tom Holt,Q131382106,2009,1,0,5,48.0,United Kingdom,male
Q321185,2015-07-05T00:00:00Z,,Savages,Tom Holt,Q131415632,2016,1,0,20,55.0,United Kingdom,male
Q328550,1978-09-05T00:00:00Z,,Blind Voices,Tom Reamy,Q55605603,1978,2,0,2,43.0,United States,male
Q328949,1983-11-01T00:00:00Z,,The Dragon Waiting,John M. Ford,Q7730855,1984,0,1,1,27.0,United States,male
Q328949,1993-11-01T00:00:00Z,,Growing Up Weightless,John M. Ford,Q119691760,1994,1,0,5,37.0,United States,male
Q3294241,1996-11-01T00:00:00Z,,Devil's Tower,Mark Sumner,Q134612505,1997,1,0,0,,,
Q3296239,1993-11-01T00:00:00Z,,Chimera,Mary Rosenblum,Q131376669,1994,1,0,3,42.0,United States,female
Q3296239,1995-01-01T00:00:00Z,,The Stone Garden,Mary Rosenblum,Q131376744,1996,1,0,6,44.0,United States,female
Q3296239,2006-11-14T00:00:00Z,,Horizons,Mary Rosenblum,Q125817847,2007,1,0,13,55.0,United States,female
Q333246,1959-01-01T00:00:00Z,2475814.0,"Immortality, Inc.",Robert Sheckley,Q519935,1959,1,0,1,31.0,United States,male
Q335232,1975-01-01T00:00:00Z,551195.0,Ragtime,E. L. Doctorow,Q737910,1975,1,0,0,44.0,United States,male
Q336125,1995-01-01T00:00:00Z,1383833.0,The Calcutta Chromosome,Amitav Ghosh,Q3221351,1998,1,0,0,42.0,India,male
Q3365451,1980-10-01T00:00:00Z,,Firelord,Parke Godwin,Q5451887,1981,1,0,1,52.0,United States,male
Q3365451,1982-11-01T00:00:00Z,,Wintermind,Parke Godwin,Q8026488,1983,1,0,5,54.0,United States,male
Q3371960,1989-05-01T00:00:00Z,,Sugar Rain,Paul Park,Q131376357,1990,1,0,1,36.0,United States,male
Q3371960,1993-01-01T00:00:00Z,,Coelestis,Paul Park,Q122452541,1995,1,0,2,41.0,United States,male
Q3371960,2005-08-01T00:00:00Z,,A Princess of Roumania,Paul Park,Q131417536,2006,1,0,9,52.0,United States,male
Q3371960,2014-07-01T00:00:00Z,,All Those Vanished Engines,Paul Park,Q131382299,2015,1,0,19,61.0,United States,male
Q339577,1991-11-01T00:00:00Z,,The Trinity Paradox,Kevin J. Anderson,Q7770233,1992,1,0,1,30.0,United States,male
Q339577,1993-02-01T00:00:00Z,,Assemblers of Infinity,Kevin J. Anderson,Q4808643,1993,2,0,2,31.0,United States,male
Q339577,1994-09-01T00:00:00Z,,Climbing Olympus,Kevin J. Anderson,Q131376709,1995,1,0,4,33.0,United States,male
Q339577,2014-06-03T00:00:00Z,,The Dark Between the Stars,Kevin J. Anderson,Q130612865,2015,1,0,5,53.0,United States,male
Q3430446,1977-02-01T00:00:00Z,,Sword of the Demon,Richard A. Lupoff,Q122452525,1977,1,0,8,42.0,United States,male
Q3430446,1984-09-01T00:00:00Z,,Circumpolar!,Richard A. Lupoff,Q56353084,1985,1,0,10,50.0,United States,male
Q3436347,1980-03-01T00:00:00Z,352728.0,The Orphan,Robert Stallman,Q110598546,1980,1,0,0,50.0,United States,male
Q345249,2003-07-01T00:00:00Z,1192005.0,Singularity Sky,Charles Stross,Q3006304,2004,2,0,12,40.0,United Kingdom,male
Q345249,2004-07-01T00:00:00Z,,Iron Sunrise,Charles Stross,Q2870553,2005,2,0,19,41.0,United Kingdom,male
Q345249,2005-07-05T00:00:00Z,930555.0,Accelerando,Charles Stross,Q2300209,2006,2,1,27,42.0,United Kingdom,male
Q345249,2006-05-16T00:00:00Z,,The Clan Corporate,Charles Stross,Q3066138,2007,1,0,30,43.0,United Kingdom,male
Q345249,2006-06-01T00:00:00Z,,Glasshouse,Charles Stross,Q2027568,2007,3,0,30,43.0,United Kingdom,male
Q345249,2007-10-02T00:00:00Z,,Halting State,Charles Stross,Q5643614,2008,1,0,35,44.0,United Kingdom,male
Q345249,2008-07-01T00:00:00Z,,Saturn's Children,Charles Stross,Q7426767,2009,2,0,37,45.0,United Kingdom,male
Q345249,2011-07-01T00:00:00Z,,Rule 34,Charles Stross,Q7378920,2012,1,0,43,48.0,United Kingdom,male
Q345249,2012-09-01T00:00:00Z,19101112.0,The Rapture of the Nerds,Charles Stross,Q7759446,2013,2,0,44,49.0,United Kingdom,male
Q345249,2013-07-01T00:00:00Z,,Neptune's Brood,Charles Stross,Q18391798,2014,3,0,45,50.0,United Kingdom,male
Q345249,2017-01-17T00:00:00Z,,Empire Games,Charles Stross,Q46856743,2018,1,0,49,54.0,United Kingdom,male
Q345249,2021-09-28T00:00:00Z,,Invisible Sun,Charles Stross,Q108907333,2022,1,0,52,58.0,United Kingdom,male
Q34660,1999-07-01T00:00:00Z,2402163.0,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,Q47598,2000,1,0,2,35.0,United Kingdom,female
Q34660,2000-07-08T00:00:00Z,3046572.0,Harry Potter and the Goblet of Fire,J. K. Rowling,Q46751,2001,0,1,3,36.0,United Kingdom,female
Q347461,1974-12-19T00:00:00Z,423.0,The Forever War,Joe Haldeman,Q5406934,1976,0,2,3,33.0,United States,male
Q347461,1976-09-01T00:00:00Z,,Mindbridge,Joe Haldeman,Q3397724,1977,1,0,6,34.0,United States,male
Q347461,1977-10-01T00:00:00Z,,All My Sins Remembered,Joe Haldeman,Q122581064,1978,1,0,8,35.0,United States,male
Q347461,1981-03-01T00:00:00Z,378571.0,Worlds,Joe Haldeman,Q107259794,1982,1,0,11,39.0,United States,male
Q347461,1983-02-01T00:00:00Z,,There Is No Darkness,Joe Haldeman,Q131375511,1984,1,0,12,41.0,United States,male
Q347461,1983-10-01T00:00:00Z,22762.0,Worlds Apart,Joe Haldeman,Q107259782,1984,1,0,12,41.0,United States,male
Q347461,1989-06-01T00:00:00Z,1811239.0,Buying Time,Joe Haldeman,Q3149116,1990,1,0,15,47.0,United States,male
Q347461,1989-06-01T00:00:00Z,1811239.0,Buying Time,Joe Haldeman,Q3149116,1990,1,0,15,47.0,United States,male
Q347461,1990-04-01T00:00:00Z,1903764.0,The Hemingway Hoax,Joe Haldeman,Q130717863,1991,1,0,16,48.0,United States,male
Q347461,1992-05-01T00:00:00Z,,Worlds Enough and Time,Joe Haldeman,Q131376585,1993,1,0,19,50.0,United States,male
Q347461,1997-10-01T00:00:00Z,94590.0,Forever Peace,Joe Haldeman,Q9183865,1998,1,3,24,55.0,United States,male
Q347461,1999-12-01T00:00:00Z,22753.0,Forever Free,Joe Haldeman,Q3210024,2000,1,0,25,57.0,United States,male
Q347461,2000-12-01T00:00:00Z,,The Coming,Joe Haldeman,Q131381177,2001,1,0,26,58.0,United States,male
Q347461,2002-11-01T00:00:00Z,,Guardian,Joe Haldeman,Q131381266,2003,1,0,27,60.0,United States,male
Q347461,2004-08-01T00:00:00Z,22742.0,Camouflage,Joe Haldeman,Q2240456,2005,1,1,30,62.0,United States,male
Q347461,2005-06-01T00:00:00Z,,Old Twentieth,Joe Haldeman,Q131381613,2006,1,0,32,63.0,United States,male
Q347461,2007-07-01T00:00:00Z,22743.0,The Accidental Time Machine,Joe Haldeman,Q937944,2007,2,0,34,64.0,United States,male
Q347461,2008-08-01T00:00:00Z,,Marsbound,Joe Haldeman,Q131382099,2009,1,0,37,66.0,United States,male
Q347461,2010-01-01T00:00:00Z,,Starbound,Joe Haldeman,Q131382135,2011,1,0,38,68.0,United States,male
Q347461,2011-12-01T00:00:00Z,,Earthbound,Joe Haldeman,Q131382166,2012,1,0,40,69.0,United States,male
Q347461,2014-01-01T00:00:00Z,,Work Done for Hire,Joe Haldeman,Q131382278,2015,1,0,41,72.0,United States,male
Q347461,,1811239.0,Buying Time,Joe Haldeman,Q3149116,1990,1,0,15,47.0,United States,male
Q347461,,1811239.0,Buying Time,Joe Haldeman,Q3149116,1990,1,0,15,47.0,United States,male
Q3476757,1999-06-01T00:00:00Z,242596.0,Souls in the Great Machine,Sean McMullen,Q3236485,2000,1,0,0,52.0,Australia,male
Q3476757,2000-08-01T00:00:00Z,242598.0,The Miocene Arrow,Sean McMullen,Q7751615,2001,1,0,1,53.0,Australia,male
Q3476757,2001-09-01T00:00:00Z,,Eyes of the Calculor,Sean McMullen,Q5422835,2002,1,0,3,54.0,Australia,male
Q3476794,2010-04-10T00:00:00Z,7351419.0,Feed,Seanan McGuire,Q5441171,2011,2,0,1,33.0,United States,female
Q3476794,2011-06-01T00:00:00Z,13292985.0,Deadline,Seanan McGuire,Q5245583,2012,2,0,3,34.0,United States,female
Q3476794,2012-06-01T00:00:00Z,,Blackout,Seanan McGuire,Q17002323,2013,1,0,6,35.0,United States,female
Q3476794,2013-10-29T00:00:00Z,,Parasite,Seanan McGuire,Q17073283,2014,1,0,10,36.0,United States,female
Q3476794,2019-05-07T00:00:00Z,,Middlegame,Seanan McGuire,Q96755535,2020,1,0,22,42.0,United States,female
Q3476794,2019-05-07T00:00:00Z,,Middlegame,Seanan McGuire,Q96755535,2020,1,0,22,42.0,United States,female
Q3476794,,,Middlegame,Seanan McGuire,Q96755535,2020,1,0,22,42.0,United States,female
Q3476794,,,Middlegame,Seanan McGuire,Q96755535,2020,1,0,22,42.0,United States,female
Q3488956,2003-02-01T00:00:00Z,,The Etched City,K. J. Bishop,Q12737230,2004,1,0,0,32.0,Australia,female
Q34981,1955-01-01T00:00:00Z,1407851.0,The End of Eternity,Isaac Asimov,Q466196,1956,1,0,0,36.0,Russia,male
Q34981,1972-01-01T00:00:00Z,1253407.0,The Gods Themselves,Isaac Asimov,Q389750,1973,0,2,1,53.0,Russia,male
Q34981,1982-06-01T00:00:00Z,1725527.0,Foundation's Edge,Isaac Asimov,Q932592,1983,1,2,5,63.0,Russia,male
Q34981,1983-01-01T00:00:00Z,905286.0,The Robots of Dawn,Isaac Asimov,Q440784,1984,2,0,5,64.0,Russia,male
Q34981,1985-09-01T00:00:00Z,1932588.0,Robots and Empire,Isaac Asimov,Q377230,1986,1,0,8,66.0,Russia,male
Q34981,1986-10-03T00:00:00Z,532290.0,Foundation and Earth,Isaac Asimov,Q1050014,1987,1,0,10,67.0,Russia,male
Q34981,1988-05-01T00:00:00Z,1128436.0,Prelude to Foundation,Isaac Asimov,Q783533,1989,1,0,12,69.0,Russia,male
Q34981,1988-05-01T00:00:00Z,1128436.0,Prelude to Foundation,Isaac Asimov,Q783533,1989,1,0,12,69.0,Russia,male
Q34981,2020-12-15T00:00:00Z,1128436.0,Prelude to Foundation,Isaac Asimov,Q783533,1989,1,0,12,69.0,Russia,male
Q34981,2020-12-15T00:00:00Z,1128436.0,Prelude to Foundation,Isaac Asimov,Q783533,1989,1,0,12,69.0,Russia,male
Q350094,2001-01-09T00:00:00Z,755809.0,Ship of Fools,Richard Paul Russo,Q3211069,2002,1,0,1,48.0,United States,male
Q350094,2005-12-01T00:00:00Z,,The Rosetta Codex,Richard Paul Russo,Q131381622,2006,1,0,3,52.0,United States,male
Q350734,2009-01-01T00:00:00Z,,Yellow Blue Tibia,Adam Roberts,Q80594518,2010,2,0,2,45.0,United Kingdom,male
Q350734,2012-01-01T00:00:00Z,,Jack Glass: The Story of a Murderer,Adam Roberts,Q20166701,2013,1,1,3,48.0,United Kingdom,male
Q350734,2014-09-25T00:00:00Z,,Bête,Adam Roberts,Q131382309,2015,2,0,4,50.0,United Kingdom,male
Q350734,2015-12-17T00:00:00Z,,The Thing Itself,Adam Roberts,Q59537236,2016,2,0,5,51.0,United Kingdom,male
Q350734,2017-08-24T00:00:00Z,,The Real-Town Murders,Adam Roberts,Q131382747,2018,1,0,6,53.0,United Kingdom,male
Q350734,2018-08-23T00:00:00Z,,By the Pricking of Her Thumb,Adam Roberts,Q131382773,2019,1,0,7,54.0,United Kingdom,male
Q350734,2021-02-04T00:00:00Z,,Purgatory Mount,Adam Roberts,Q120122688,2022,1,0,9,57.0,United Kingdom,male
Q35155,1973-02-28T00:00:00Z,866393.0,Gravity's Rainbow,Thomas Pynchon,Q1212160,1973,1,0,0,36.0,United States,male
Q35155,2006-11-21T00:00:00Z,,Against the Day,Thomas Pynchon,Q4691072,2007,1,0,2,70.0,United States,male
Q352346,1985-06-01T00:00:00Z,,Emprise,Michael P. Kube-McDowell,Q131376032,1986,1,0,2,32.0,United States,male
Q352346,1986-05-01T00:00:00Z,,Enigma,Michael P. Kube-McDowell,Q131376186,1987,1,0,5,33.0,United States,male
Q352346,1988-10-01T00:00:00Z,,Alternities,Michael P. Kube-McDowell,Q131376345,1989,1,0,6,35.0,United States,male
Q352346,1990-05-01T00:00:00Z,,The Quiet Pools,Michael P. Kube-McDowell,Q3407187,1991,2,0,8,37.0,United States,male
Q3568081,1998-01-01T00:00:00Z,1349906.0,Bloom,Wil McCarthy,Q4928148,1999,1,0,1,33.0,United States,male
Q3568081,2000-08-01T00:00:00Z,,The Collapsium,Wil McCarthy,Q7726654,2001,2,0,4,35.0,United States,male
Q3568081,2004-03-01T00:00:00Z,,Lost in Transmission,Wil McCarthy,Q44414884,2005,1,0,6,39.0,United States,male
Q3568081,2005-05-31T00:00:00Z,,To Crush the Moon,Wil McCarthy,Q7810889,2006,2,0,7,40.0,United States,male
Q357839,1959-01-01T00:00:00Z,250975.0,A Canticle for Leibowitz,Walter M. Miller,Q1659714,1961,0,1,0,38.0,United States,male
Q357839,1959-01-01T00:00:00Z,250975.0,A Canticle for Leibowitz,Walter M. Miller,Q1659714,1961,0,1,0,38.0,United States,male
Q357839,1959-10-01T00:00:00Z,250975.0,A Canticle for Leibowitz,Walter M. Miller,Q1659714,1961,0,1,0,38.0,United States,male
Q357839,1959-10-01T00:00:00Z,250975.0,A Canticle for Leibowitz,Walter M. Miller,Q1659714,1961,0,1,0,38.0,United States,male
Q357839,1997-09-01T00:00:00Z,250974.0,Saint Leibowitz and the Wild Horse Woman,Walter M. Miller,Q3203920,1998,1,0,0,75.0,United States,male
Q358312,1977-03-01T00:00:00Z,,If the Stars Are Gods,Gregory Benford,Q60839408,1978,1,0,12,37.0,United States,male
Q358312,1977-10-01T00:00:00Z,2226612.0,In the Ocean of Night,Gregory Benford,Q3015377,1977,2,0,10,36.0,United States,male
Q358312,1980-07-01T00:00:00Z,,Timescape,Gregory Benford,Q2894715,1981,1,2,21,40.0,United States,male
Q358312,1983-04-01T00:00:00Z,,Against Infinity,Gregory Benford,Q97452915,1983,2,0,25,42.0,United States,male
Q358312,1984-01-01T00:00:00Z,,Across the Sea of Suns,Gregory Benford,Q4676501,1985,1,0,28,44.0,United States,male
Q358312,1985-01-01T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1985-01-01T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1985-01-01T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1985-06-01T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1985-06-01T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1985-06-01T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1986-03-01T00:00:00Z,,Heart of the Comet,Gregory Benford,Q5692425,1987,1,0,33,46.0,United States,male
Q358312,1987-12-01T00:00:00Z,773801.0,Great Sky River,Gregory Benford,Q3209553,1988,2,0,37,47.0,United States,male
Q358312,1987-12-01T00:00:00Z,773801.0,Great Sky River,Gregory Benford,Q3209553,1988,2,0,37,47.0,United States,male
Q358312,1988-12-15T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1988-12-15T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1988-12-15T00:00:00Z,442561.0,Artifact,Gregory Benford,Q75551719,1986,1,0,29,45.0,United States,male
Q358312,1989-02-01T00:00:00Z,3028987.0,Tides of Light,Gregory Benford,Q64048281,1990,1,0,41,49.0,United States,male
Q358312,1994-07-01T00:00:00Z,442562.0,Furious Gulf,Gregory Benford,Q64049200,1995,1,0,46,54.0,United States,male
Q358312,1995-08-01T00:00:00Z,2216096.0,Sailing Bright Eternity,Gregory Benford,Q64337559,1996,1,0,49,55.0,United States,male
Q358312,1998-02-01T00:00:00Z,,Cosm,Gregory Benford,Q131380866,1999,1,0,56,58.0,United States,male
Q358312,1999-12-01T00:00:00Z,,The Martian Race,Gregory Benford,Q131380944,2000,1,0,58,59.0,United States,male
Q358312,2000-05-01T00:00:00Z,,Eater,Gregory Benford,Q5331267,2001,1,0,60,60.0,United States,male
Q358312,2012-10-01T00:00:00Z,,Bowl of Heaven,Gregory Benford,Q131382212,2013,1,0,65,72.0,United States,male
Q358312,2014-04-01T00:00:00Z,,Shipstar,Gregory Benford,Q131382287,2015,1,0,66,74.0,United States,male
Q358312,2017-05-09T00:00:00Z,,The Berlin Project,Gregory Benford,Q129500814,2018,1,0,67,77.0,United States,male
Q358312,,773801.0,Great Sky River,Gregory Benford,Q3209553,1988,2,0,37,47.0,United States,male
Q358312,,773801.0,Great Sky River,Gregory Benford,Q3209553,1988,2,0,37,47.0,United States,male
Q361149,1980-05-01T00:00:00Z,762497.0,The Shadow of the Torturer,Gene Wolfe,Q1150125,1981,2,1,17,50.0,United States,male
Q361149,1981-03-01T00:00:00Z,,The Claw of the Conciliator,Gene Wolfe,Q3209610,1982,2,1,20,51.0,United States,male
Q361149,1982-01-01T00:00:00Z,,The Sword of the Lictor,Gene Wolfe,Q3205411,1983,3,0,25,52.0,United States,male
Q361149,1983-01-01T00:00:00Z,,The Citadel of the Autarch,Gene Wolfe,Q3207442,1984,2,1,29,53.0,United States,male
Q361149,1984-12-01T00:00:00Z,,Free Live Free,Gene Wolfe,Q5499909,1985,2,0,31,54.0,United States,male
Q361149,1986-10-01T00:00:00Z,1408393.0,Soldier of the Mist,Gene Wolfe,Q3489256,1987,2,0,36,56.0,United States,male
Q361149,1987-08-01T00:00:00Z,,The Urth of the New Sun,Gene Wolfe,Q3225052,1988,3,0,37,57.0,United States,male
Q361149,1989-08-01T00:00:00Z,,Soldier of Aretê,Gene Wolfe,Q39053144,1990,1,0,41,59.0,United States,male
Q361149,1993-04-01T00:00:00Z,,Nightside the Long Sun,Gene Wolfe,Q122452538,1993,2,0,44,62.0,United States,male
Q361149,1994-08-01T00:00:00Z,,Caldé of the Long Sun,Gene Wolfe,Q122452540,1995,2,0,47,64.0,United States,male
